# stan_version_major = 2
# stan_version_minor = 8
# stan_version_patch = 0
# model = ukeu_3_model
# method = sample (Default)
#   sample
#     num_samples = 2000
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 0 (Default)
# data
#   file = stan/data.R
# init = 2 (Default)
# random
#   seed = 2252998156
# output
#   file = stan/ukeu_3.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,n_divergent__,grand_mu,grand_sigma,kappa_pollster.1,kappa_pollster.2,kappa_pollster.3,kappa_pollster.4,kappa_pollster.5,kappa_pollster.6,kappa_pollster.7,kappa_pollster.8,kappa_pollster.9,kappa_pollster.10,kappa_pollster.11,kappa_pollster.12,kappa_pollster.13,kappa_pollster.14,kappa_pollster.15,kappa_teleph
# Adaptation terminated
# Step size = 0.0395551
# Diagonal elements of inverse mass matrix:
# 0.156827, 4.09737e-05, 0.170366, 0.163559, 0.157127, 0.161299, 0.202636, 0.16611, 0.156285, 0.208777, 0.185146, 0.167696, 0.169172, 0.159134, 0.168103, 0.160686, 0.167572, 0.00661041
-182397,0.901169,0.0395551,5,31,0,-1.34278,5.527,0.634688,1.19827,1.28513,1.24918,1.53612,1.7784,1.32527,0.99789,1.15889,1.41094,1.51938,1.32289,1.75201,1.4894,1.43501,0.317637
-182398,0.702036,0.0395551,5,31,0,-1.34058,5.52887,0.614874,1.21718,1.27485,1.29308,1.52973,1.77669,1.33802,0.986505,1.18578,1.40672,1.51048,1.30471,1.67868,1.44937,1.40488,0.327473
-182399,0.796873,0.0395551,4,15,0,-1.33712,5.52947,0.671699,1.31089,1.30325,1.15184,1.4406,1.75721,1.31936,1.06761,1.1852,1.24288,1.58641,1.43915,1.77435,1.46133,1.41334,0.31276
-182398,0.696903,0.0395551,5,31,0,-1.32993,5.52891,0.802978,1.35368,1.2841,1.26051,1.65616,1.54427,1.31757,1.21602,1.17538,1.39579,1.78157,1.30944,1.63743,1.38026,1.60407,0.328112
-182400,0.994417,0.0395551,5,31,0,-1.41448,5.51367,0.729896,1.26943,1.35957,1.30466,1.60345,1.84307,1.42044,0.987196,1.40371,1.5137,1.61401,1.3681,1.83489,1.64236,1.55534,0.352131
-182404,0.969875,0.0395551,4,15,0,-1.46544,5.50566,0.993679,1.47488,1.42349,1.25498,1.56745,1.68758,1.47314,0.993896,1.22289,1.33144,1.81124,1.58954,1.61533,1.45776,1.49697,0.393059
-182399,0.928141,0.0395551,5,31,0,-1.49362,5.49252,1.0581,1.45443,1.43882,1.37904,1.5974,1.76799,1.47421,1.03409,1.20286,1.37344,1.82479,1.4719,1.77576,1.50547,1.46421,0.418134
-182399,0.980483,0.0395551,7,127,0,-1.25123,5.58431,0.742718,1.18149,1.20681,1.08701,1.2457,1.39365,1.24342,0.912035,1.19274,1.25642,1.73957,1.24251,1.57558,1.33673,1.50829,0.289351
-182399,0.978687,0.0395551,7,95,0,-1.41039,5.5168,0.791293,1.3462,1.39617,1.26571,1.98463,1.62111,1.41829,1.35838,1.20154,1.60341,1.69889,1.47801,1.8494,1.61646,1.54863,0.245796
-182394,0.99752,0.0395551,7,127,0,-0.782273,5.54289,0.171851,0.698324,0.731418,0.730551,1.19123,1.19324,0.771571,0.522512,0.568475,0.767989,1.04147,0.812213,1.16191,0.952741,1.02212,0.361416
-182397,0.974698,0.0395551,5,31,0,-0.809547,5.54266,0.101831,0.719743,0.7639,0.745806,1.23801,1.19119,0.788457,0.511609,0.550672,0.992882,1.05525,0.874096,1.05146,1.04935,1.02181,0.356131
-182396,0.988822,0.0395551,5,31,0,-0.859473,5.53918,0.143172,0.873177,0.824474,0.686077,1.14704,1.19324,0.860706,0.595621,0.52208,0.86327,1.17784,0.781282,1.28056,0.916786,0.977419,0.381552
-182398,0.951869,0.0395551,6,47,0,-0.800557,5.54261,0.0113159,0.799916,0.765733,0.707793,1.10927,1.14351,0.743658,0.76268,0.57711,0.792266,1.06469,0.949098,1.06735,0.774822,0.892898,0.379589
-182397,0.645029,0.0395551,5,31,0,-0.828631,5.55602,0.179144,0.678005,0.722981,0.695482,1.07634,1.2937,0.795862,0.453871,0.551555,0.822892,1.09922,0.899551,1.11019,1.07163,0.85659,0.367474
-182398,0.834107,0.0395551,5,31,0,-0.828363,5.56716,0.383939,0.780562,0.732859,0.660978,0.91798,1.18561,0.810681,0.732257,0.518279,0.800161,1.16146,0.739992,1.05212,0.832335,0.933792,0.372256
-182397,0.968628,0.0395551,8,191,0,-0.0747802,5.48702,-0.340486,0.129872,0.0605514,-0.0107031,0.274804,0.170514,0.105131,-0.408766,-0.276591,0.164747,0.504353,0.134628,0.443302,0.203833,0.261536,0.336004
-182396,0.996218,0.0395551,6,63,0,-0.140958,5.51211,-0.455583,0.0132453,0.0430867,0.0640924,0.231343,0.712615,0.0773262,-0.253653,-0.0648107,0.164341,0.307469,0.150372,0.452645,0.284456,0.271859,0.350219
-182392,0.971265,0.0395551,5,27,0,-0.148388,5.51643,-0.467229,0.116687,0.143265,-0.0285435,0.104826,0.459656,0.178926,-0.00878775,-0.162033,0.197665,0.415477,0.182759,0.465806,0.289405,0.26118,0.370797
-182396,0.977405,0.0395551,6,63,0,-0.0575965,5.55176,-0.210689,0.000339882,0.0574283,-0.0823621,0.410962,0.350712,0.0734136,-0.0831284,0.0663897,0.0997491,0.40606,0.0118724,0.413081,0.199307,0.1947,0.344128
-182393,0.976721,0.0395551,7,79,0,0.0119829,5.51553,-0.948731,-0.14195,-0.0740854,-0.172135,0.147954,0.465175,-0.0242309,-0.278157,-0.298396,0.0454095,0.452572,-0.0153259,0.396576,0.0987129,0.202263,0.25559
-182393,0.978259,0.0395551,7,95,0,0.18769,5.55388,-0.676497,-0.229285,-0.194631,-0.324341,0.146474,0.360155,-0.231685,-0.309422,-0.527183,-0.140772,0.160117,-0.15176,0.0965028,-0.056396,-0.11219,0.342421
-182397,0.967636,0.0395551,4,15,0,0.2018,5.55402,-0.586299,-0.348157,-0.292339,-0.241705,0.060112,0.409482,-0.193056,-0.326432,-0.514648,-0.174424,0.0888758,-0.217316,0.0573431,-0.0102682,0.00341115,0.343333
-182398,0.945597,0.0395551,5,31,0,0.137512,5.51611,-0.762341,-0.138211,-0.170014,-0.250061,-0.250213,-0.140325,-0.178524,-0.0209908,-0.419285,-0.117789,0.150755,-0.121889,0.149435,-0.110339,-0.151637,0.40479
-182395,0.694887,0.0395551,5,31,0,0.141544,5.5355,-0.702431,-0.280721,-0.176227,-0.318732,-0.113997,0.101421,-0.183852,-0.202597,-0.170683,-0.222706,0.158159,-0.177734,0.0251043,-0.0403244,-0.117887,0.39557
-182402,0.851215,0.0395551,6,63,0,0.202484,5.53743,-0.781997,-0.274511,-0.317624,-0.270209,0.209406,0.107028,-0.246736,0.0938489,-0.205475,-0.13559,0.0844762,-0.127996,0.269378,-0.162667,-0.16,0.367425
-182409,0.840261,0.0395551,6,47,0,-0.0581946,5.52118,-0.65482,-0.134009,0.0359347,-0.0460385,0.20532,0.431619,0.0257702,-0.755997,-0.365324,0.218162,0.351276,-0.0792692,0.561571,0.101744,0.007496,0.297481
-182408,0.995094,0.0395551,4,15,0,0.0306113,5.53989,-0.926939,0.010073,-0.071834,-0.262141,0.0529895,0.483701,-0.0738456,-0.755221,-0.275811,-0.0478867,0.248184,0.0970028,0.0834673,0.122743,0.333322,0.331448
-182404,1,0.0395551,3,7,0,0.0600919,5.53778,-0.929702,-0.0294886,-0.0974671,-0.235455,0.0771033,0.470686,-0.0813514,-0.780073,-0.328105,-0.0581286,0.28366,0.082644,0.135667,0.106709,0.34098,0.3365
-182396,1,0.0395551,5,31,0,0.0649192,5.5583,-0.784818,-0.237722,-0.0895741,-0.105988,-0.0531655,0.341865,-0.0656222,-0.56033,-0.267293,-0.0265474,0.342022,-0.139226,0.374207,-0.00403034,0.059658,0.33428
-182393,0.945349,0.0395551,6,63,0,0.0453254,5.56213,-0.900573,-0.0331706,-0.14872,-0.161368,0.0314966,0.40753,-0.0608656,-0.319931,-0.252397,-0.100114,0.242033,0.0210378,0.279077,0.0908691,0.069287,0.384368
-182394,0.939406,0.0395551,8,255,0,-0.290306,5.53306,-0.199151,0.235395,0.272342,0.161201,0.39065,0.556212,0.243783,-0.141135,-0.0121257,0.41547,0.590005,0.357964,0.440464,0.406917,0.351188,0.403528
-182394,0.827749,0.0395551,7,127,0,-0.55229,5.50672,-0.183567,0.526528,0.559284,0.461894,0.665399,0.843982,0.566502,0.215109,0.233333,0.73056,1.09985,0.554242,0.945424,0.678441,0.715402,0.262311
-182395,0.936379,0.0395551,6,63,0,-0.600114,5.46233,0.0106069,0.590169,0.603149,0.42003,1.00373,0.957645,0.588642,0.479187,0.410641,0.658405,1.03143,0.625569,0.946507,0.652096,0.709886,0.300908
-182400,0.963422,0.0395551,8,175,0,-0.223203,5.58213,-0.0735984,0.271412,0.208792,0.00888096,0.308795,0.514664,0.249473,0.116242,-0.00417188,0.344412,0.570529,0.29282,0.690863,0.293247,0.559649,0.177067
-182397,0.999743,0.0395551,5,31,0,-0.255013,5.57567,-0.463745,0.281174,0.199726,0.204292,0.292616,0.684498,0.207983,-0.0567891,-0.0480131,0.400857,0.8818,0.248775,0.735284,0.411248,0.637445,0.197227
-182395,0.868828,0.0395551,5,31,0,-0.275759,5.57889,-0.456386,0.177155,0.201626,0.171983,0.393296,0.632719,0.255441,0.0469714,0.0426934,0.450355,0.885616,0.235496,0.766973,0.367081,0.588858,0.185519
-182398,0.978826,0.0395551,6,63,0,-0.177606,5.54867,-0.298926,-0.00357301,0.143377,0.0577452,0.831742,0.551028,0.186098,0.353002,0.0416138,0.376122,0.85495,0.251207,0.768901,0.316305,0.535906,0.0816596
-182400,0.91094,0.0395551,5,31,0,-0.181905,5.57388,-0.465482,0.243024,0.126141,-0.000442814,0.871245,0.519688,0.224729,0.299706,-0.106994,0.499802,0.631399,0.202511,0.773744,0.415641,0.606159,0.0874553
-182399,0.995536,0.0395551,5,31,0,-0.17393,5.57327,-0.423858,0.235135,0.170809,-0.0380885,0.733449,0.560275,0.127217,0.208818,-0.00909685,0.481135,0.720796,0.229591,0.866369,0.338949,0.542579,0.104527
-182395,0.810486,0.0395551,5,31,0,-0.205576,5.56031,-0.280679,0.140922,0.173414,0.100296,0.799288,0.48253,0.206685,0.0869292,-0.0629321,0.418646,0.724698,0.201039,0.774024,0.274492,0.633504,0.111492
-182396,0.96396,0.0395551,7,127,0,-0.295992,5.59682,-0.362776,0.296802,0.281737,0.216718,0.501233,0.702806,0.280473,0.524559,0.0869963,0.493677,0.792818,0.358038,0.750081,0.43773,0.432098,0.201368
-182393,0.790623,0.0395551,6,63,0,-0.349256,5.55849,-0.21081,0.404383,0.304076,0.201694,0.618265,0.677881,0.363172,-0.0672238,0.157634,0.475221,0.724718,0.317382,0.705265,0.49407,0.402788,0.323985
-182395,0.922903,0.0395551,5,31,0,-0.375555,5.56711,-0.204041,0.339353,0.307687,0.255813,0.455633,0.767363,0.371478,-0.232302,0.179499,0.418696,0.77392,0.498029,0.710561,0.472503,0.395432,0.308119
-182396,0.904582,0.0395551,6,63,0,-0.387165,5.51964,-0.182234,0.367364,0.333076,0.298619,0.602503,0.719931,0.414477,0.368362,0.0125022,0.364994,0.547564,0.526484,0.606176,0.447513,0.496735,0.359977
-182397,0.655842,0.0395551,7,127,0,-0.304677,5.50673,-0.470819,0.204347,0.29935,0.180435,0.537441,0.426535,0.28457,-0.13989,0.298522,0.339773,0.758994,0.356007,0.672159,0.429654,0.348758,0.392731
-182397,0.694565,0.0395551,5,31,0,-0.297875,5.52765,-0.151417,0.309218,0.210463,0.223229,0.621082,0.540833,0.235598,-0.131483,0.372092,0.249253,0.532558,0.296295,0.460204,0.391746,0.428762,0.384724
-182392,0.857066,0.0395551,8,255,0,0.285009,5.58986,-0.766719,-0.295548,-0.332741,-0.411051,-0.0813933,-0.0382711,-0.280713,-0.456751,-0.414211,-0.147125,0.178106,-0.254948,0.102297,-0.0846148,0.00377292,0.255799
-182393,0.915167,0.0395551,7,127,0,0.402578,5.53647,-1.14323,-0.567389,-0.442237,-0.512854,-0.216086,-0.0283034,-0.425501,-0.468406,-0.693537,-0.286173,0.0371519,-0.337999,0.0905091,-0.238179,-0.282702,0.286927
-182396,0.897482,0.0395551,6,47,0,0.350231,5.51623,-0.83432,-0.513169,-0.408795,-0.464451,-0.0338537,-0.0711565,-0.322333,-0.930147,-0.525943,-0.397357,-0.05536,-0.314944,0.0720583,-0.194055,-0.353376,0.391303
-182395,0.959179,0.0395551,5,31,0,0.331441,5.53196,-0.933917,-0.289922,-0.3942,-0.437113,-0.165728,-0.0558174,-0.366141,-0.869493,-0.456024,-0.302741,-0.0247951,-0.365013,-0.206302,-0.246365,-0.141866,0.38129
-182396,0.999112,0.0395551,5,31,0,0.313945,5.52608,-1.1979,-0.428922,-0.350926,-0.434866,-0.461775,-0.199651,-0.328869,-0.900425,-0.427407,-0.33553,-0.0951822,-0.222924,0.0593866,-0.190665,-0.216488,0.374479
-182397,0.987542,0.0395551,6,63,0,0.385797,5.52831,-0.897031,-0.34927,-0.429696,-0.511323,0.275433,0.133561,-0.411915,-0.935658,-0.575065,-0.270429,0.0948486,-0.463161,-0.0934241,-0.236896,-0.215349,0.323439
-182398,0.971826,0.0395551,6,63,0,0.404899,5.49741,-1.16327,-0.453073,-0.416414,-0.560195,-0.0112474,-0.257905,-0.40041,-0.249416,-0.720892,-0.24377,0.209603,-0.274341,-0.0305819,-0.302067,-0.163304,0.1858
-182397,0.895533,0.0395551,5,31,0,0.491597,5.51479,-0.96504,-0.536518,-0.570792,-0.539124,-0.178035,-0.0364793,-0.528519,-0.488676,-0.645498,-0.287272,-0.0496081,-0.554262,0.0729294,-0.23249,-0.11741,0.18663
-182399,0.994299,0.0395551,6,47,0,0.381217,5.5201,-1.09448,-0.333809,-0.433675,-0.345328,-0.384317,-0.21104,-0.425801,-0.175193,-0.506927,-0.234815,0.103464,-0.375891,-0.0064908,-0.230756,-0.221958,0.288839
-182396,0.935582,0.0395551,5,31,0,0.31662,5.52311,-1.03869,-0.404716,-0.325177,-0.524726,-0.327393,0.119108,-0.309053,-0.294654,-0.638565,-0.358837,0.0907577,-0.208914,-0.00894939,-0.169841,-0.080996,0.310471
-182399,0.963718,0.0395551,4,15,0,0.342337,5.51614,-1.18773,-0.297502,-0.381101,-0.367797,-0.463881,0.102464,-0.364924,-0.244644,-0.589222,-0.217238,-0.234503,-0.375274,0.0294295,-0.215313,-0.285413,0.363612
-182398,0.796929,0.0395551,6,63,0,0.414281,5.54062,-0.996734,-0.513242,-0.393305,-0.599689,-0.344614,-0.0350844,-0.467363,-0.270005,-0.666345,-0.402464,0.092319,-0.337862,-0.0709503,-0.232719,-0.177429,0.315111
-182392,0.935898,0.0395551,6,63,0,0.414645,5.50973,-1.2197,-0.480889,-0.433691,-0.508496,-0.261049,0.029358,-0.444681,-0.548825,-0.584832,-0.26676,-0.0717301,-0.453783,-0.021693,-0.284339,-0.30715,0.289341
-182393,0.9147,0.0395551,6,63,0,0.405544,5.50921,-1.20544,-0.506564,-0.433962,-0.537145,-0.255706,0.0337596,-0.413331,-0.53014,-0.603578,-0.251832,-0.0371698,-0.476639,-0.0261807,-0.281781,-0.307838,0.285339
-182396,0.77918,0.0395551,5,31,0,0.401601,5.50653,-0.991382,-0.515118,-0.442095,-0.498642,-0.375686,-0.127532,-0.399938,-0.812021,-0.383457,-0.432853,-0.0690077,-0.424327,-0.0785404,-0.342809,-0.169251,0.265426
-182396,0.999704,0.0395551,9,271,0,-0.474047,5.53103,-0.201588,0.349821,0.460682,0.237748,0.542451,0.806799,0.467781,0.51202,0.0962481,0.465067,0.871298,0.474438,0.879315,0.599985,0.806185,0.285238
-182398,0.989419,0.0395551,5,31,0,-0.488837,5.51165,-0.346205,0.485964,0.461291,0.314608,0.538339,0.915975,0.516874,0.312658,0.444708,0.680601,0.861245,0.437768,0.830357,0.658195,0.552625,0.244599
-182399,0.9454,0.0395551,9,319,0,1.12203,5.57135,-1.63865,-1.20784,-1.13165,-1.29622,-0.760666,-0.545974,-1.12184,-1.65568,-1.4146,-1.15349,-0.805568,-1.17208,-0.729473,-1.07785,-1.00379,0.332674
-182405,0.921404,0.0395551,7,127,0,1.38886,5.59304,-2.095,-1.39472,-1.49285,-1.42196,-1.42473,-0.927649,-1.41781,-1.35531,-1.523,-1.33049,-1.28226,-1.28713,-1.11206,-1.15218,-1.23225,0.398162
-182408,0.97405,0.0395551,7,127,0,1.14955,5.45987,-1.74638,-1.16025,-1.20436,-1.1353,-0.976347,-0.886776,-1.22331,-1.0242,-1.5053,-0.968113,-0.88565,-1.05924,-0.526815,-0.95046,-0.851283,0.17173
-182408,0.999494,0.0395551,5,31,0,1.16484,5.45975,-1.7611,-1.14102,-1.2055,-1.14219,-0.969985,-0.876229,-1.22625,-1.01019,-1.51097,-0.957808,-0.876002,-1.05544,-0.527389,-0.949668,-0.862677,0.172442
-182400,0.998321,0.0395551,4,15,0,1.11919,5.45604,-1.7726,-1.18773,-1.15127,-1.26122,-1.04746,-0.838193,-1.10586,-1.00218,-1.41135,-0.895509,-0.791198,-1.12863,-0.651232,-0.939357,-0.912092,0.176253
-182399,0.915283,0.0395551,6,63,0,1.13103,5.49248,-1.72575,-1.1733,-1.20899,-1.33757,-0.449026,-0.78102,-1.15839,-1.23743,-1.34046,-1.19144,-0.727743,-1.02658,-0.803105,-1.01181,-0.913833,0.324251
-182400,0.980463,0.0395551,7,79,0,1.19225,5.54831,-1.78823,-1.24856,-1.19541,-1.34158,-1.37032,-0.770184,-1.18246,-1.56929,-1.51191,-0.987218,-0.539378,-1.19216,-0.670433,-1.08438,-1.01506,0.228981
-182399,0.901251,0.0395551,4,15,0,1.21568,5.55001,-1.76258,-1.3548,-1.23768,-1.27,-1.28615,-0.787647,-1.21707,-1.48921,-1.2716,-1.00491,-0.607347,-1.17888,-0.750707,-1.00545,-1.02637,0.196483
-182399,0.910316,0.0395551,4,15,0,1.19082,5.55854,-1.80686,-1.25779,-1.25663,-1.29368,-1.27754,-0.8034,-1.22257,-1.44745,-1.18242,-1.05282,-0.622406,-1.20946,-0.788029,-1.01658,-0.936314,0.185213
-182399,0.96573,0.0395551,6,63,0,1.10311,5.53952,-1.6943,-1.28237,-1.16281,-1.20364,-0.430232,-0.795028,-1.08775,-1.65577,-1.48341,-0.925093,-0.63425,-1.11968,-0.593462,-0.875934,-0.851252,0.194414
-182399,0.929893,0.0395551,6,63,0,1.06576,5.53133,-1.6234,-0.999372,-1.14375,-1.25439,-0.950183,-0.783624,-1.06901,-1.68978,-1.2577,-0.949837,-0.560062,-1.02127,-0.678455,-0.892615,-0.755942,0.212717
-182401,0.980594,0.0395551,6,63,0,1.0271,5.56088,-1.71654,-1.03471,-1.10342,-1.26629,-0.734812,-0.637682,-0.998131,-0.847033,-1.33465,-0.990313,-0.82199,-1.03925,-0.644322,-0.925447,-1.01448,0.324567
-182400,0.995154,0.0395551,7,127,0,0.850635,5.51885,-1.5146,-0.989294,-0.87796,-0.963581,-0.604481,-0.344928,-0.828827,-1.3347,-1.06285,-0.626453,-0.310968,-0.917066,-0.529801,-0.619715,-0.499633,0.246041
-182399,0.80364,0.0395551,5,31,0,0.86777,5.54983,-1.70632,-0.86052,-0.863653,-1.02985,-0.484335,-0.359546,-0.866758,-1.15824,-0.993198,-0.842117,-0.51986,-0.793652,-0.35401,-0.79332,-0.734834,0.22306
-182402,0.960148,0.0395551,6,63,0,0.89274,5.5108,-1.17242,-0.988398,-0.978729,-1.03154,-0.868083,-0.727205,-0.855668,-1.42805,-1.1452,-0.855862,-0.461054,-0.813395,-0.72672,-0.83172,-0.708941,0.31916
-182403,0.985579,0.0395551,6,47,0,0.990091,5.50254,-1.8372,-1.03053,-1.05832,-1.09382,-0.361208,-0.541605,-0.94229,-1.15241,-1.21246,-0.890877,-0.659037,-0.846995,-0.686945,-0.833285,-0.601121,0.236794
-182399,0.735546,0.0395551,5,31,0,0.966917,5.49633,-1.55773,-1.05542,-1.0568,-1.09592,-0.758611,-0.625821,-0.931685,-1.32158,-0.992054,-0.783352,-0.574314,-1.03221,-0.471283,-0.729681,-0.792889,0.238085
-182400,0.974972,0.0395551,5,31,0,0.944834,5.49824,-1.88715,-0.948746,-1.00233,-1.04354,-0.888833,-0.54475,-0.941958,-1.47878,-1.24863,-0.796783,-0.452528,-0.910656,-0.516453,-0.859752,-0.562478,0.183615
-182391,0.849096,0.0395551,8,191,0,0.549618,5.5633,-1.18694,-0.636775,-0.571123,-0.633733,-0.336644,-0.325215,-0.579924,-0.835726,-0.789405,-0.513587,-0.197331,-0.54738,-0.175186,-0.446237,-0.471715,0.335516
-182391,0.853329,0.0395551,8,207,0,0.020649,5.52259,-0.56658,-0.0855212,-0.0683677,-0.162519,0.274739,0.418723,-0.0687434,-0.299116,-0.315629,0.177183,0.379201,0.00656452,0.421556,0.168776,0.180939,0.283363
-182392,0.984174,0.0395551,5,31,0,-0.0146698,5.51865,-0.851068,0.019105,-0.0307691,-0.0778668,0.238601,0.345377,-0.0280377,0.0216311,-0.12628,0.10135,0.445366,0.0391762,0.483117,0.181677,0.308528,0.227323
-182392,0.957233,0.0395551,8,255,0,-0.256485,5.53028,-0.264698,0.136125,0.219302,0.087975,0.467247,0.5915,0.294556,-0.166605,0.0550227,0.340957,0.558036,0.254612,0.572183,0.393669,0.422199,0.30955
-182394,0.932476,0.0395551,6,47,0,-0.121881,5.54568,-0.423384,0.122982,0.0622742,0.00502162,0.689593,0.578819,0.101071,0.010549,-0.270723,0.280331,0.611286,0.185945,0.501812,0.213384,0.481942,0.251728
-182395,0.988024,0.0395551,7,111,0,-0.395932,5.54594,-0.0227413,0.292055,0.332877,0.304244,0.306662,0.717808,0.375242,0.23227,0.143385,0.488396,0.815927,0.481522,0.889825,0.626587,0.459694,0.294409
-182399,0.690483,0.0395551,7,127,0,-0.453541,5.58393,-0.3677,0.347341,0.387425,0.252064,0.680472,0.779256,0.426488,0.72832,0.247535,0.572091,0.87549,0.447898,0.956291,0.628803,0.794173,0.144848
-182399,0.883373,0.0395551,5,31,0,-0.31565,5.57086,-0.217839,0.233921,0.294416,0.196815,0.850745,0.862056,0.361767,0.377217,0.00726991,0.677413,0.792999,0.370354,0.868375,0.607513,0.690075,0.165942
-182401,0.819257,0.0395551,5,31,0,-0.397603,5.58151,-0.365141,0.409675,0.312422,0.274483,1.04757,0.897714,0.39398,0.364355,0.0199567,0.428296,0.807799,0.374843,0.841692,0.447284,0.585266,0.183018
-182399,0.998994,0.0395551,5,31,0,-0.356264,5.56934,-0.366738,0.214877,0.25181,0.157733,0.988889,0.570138,0.344164,0.243998,0.0186455,0.574614,0.929121,0.352108,0.80364,0.530747,0.514162,0.245244
-182403,0.996293,0.0395551,5,31,0,-0.303568,5.56629,-0.452927,0.329454,0.304052,0.275717,1.20496,0.706903,0.314056,0.517518,-0.0878058,0.270408,0.897954,0.33486,0.739637,0.437016,0.474219,0.260174
-182395,0.995303,0.0395551,5,31,0,-0.298639,5.55029,-0.265579,0.227782,0.248787,0.115254,0.618856,0.666466,0.25773,0.115985,0.0292838,0.570487,0.615232,0.361149,0.69742,0.440441,0.693193,0.239969
-182399,0.960293,0.0395551,5,31,0,-0.34892,5.56731,-0.354219,0.329037,0.320241,0.267703,0.589714,0.668974,0.358723,0.683827,0.448351,0.337462,0.793647,0.423082,0.810678,0.507871,0.42284,0.260628
-182396,0.99544,0.0395551,6,47,0,-0.501639,5.51289,-0.100801,0.482089,0.461745,0.312388,0.681831,0.788457,0.470849,0.193755,0.227492,0.711973,0.835061,0.543298,0.734836,0.72296,0.759659,0.234865
-182399,0.99711,0.0395551,6,47,0,-0.53681,5.48528,-0.0281274,0.570774,0.451428,0.338226,0.812552,0.888237,0.520109,0.524865,0.346009,0.769364,0.827828,0.589187,0.773511,0.770423,0.77897,0.266676
-182400,0.866736,0.0395551,5,31,0,-0.522447,5.48259,0.0394908,0.582237,0.491705,0.351366,0.793574,0.892483,0.527501,0.509309,0.412768,0.73334,0.832711,0.63245,0.780335,0.753177,0.836005,0.279324
-182402,0.997401,0.0395551,6,63,0,-0.575861,5.54675,-0.0816977,0.660832,0.507391,0.340992,0.228375,1.03164,0.536609,0.224717,0.329489,0.707422,0.886648,0.5808,0.743548,0.795756,0.78169,0.412719
-182399,0.50478,0.0395551,6,63,0,-0.414135,5.54454,-0.178231,0.357604,0.401038,0.38992,0.722958,0.687832,0.345682,0.103763,0.187054,0.417119,0.657026,0.471735,0.479773,0.496271,0.567486,0.411548
-182396,0.951807,0.0395551,7,95,0,-0.366364,5.53755,-0.217596,0.308936,0.283654,0.24341,0.800929,0.646907,0.421937,-0.00561095,0.0822736,0.427358,0.758076,0.34428,0.602911,0.469938,0.425008,0.417758
-182395,0.989369,0.0395551,8,207,0,0.141481,5.53744,-0.762113,-0.298587,-0.171576,-0.255272,0.48505,0.164477,-0.182779,-0.278425,-0.463145,0.0172552,0.492433,-0.134037,0.249923,-0.0662813,0.0308772,0.222262
-182399,0.988957,0.0395551,5,31,0,0.128572,5.53791,-0.780826,-0.20764,-0.170578,-0.172656,0.334482,0.341874,-0.0936114,-0.195038,-0.65491,0.0974405,0.20932,-0.123197,0.501825,0.00418469,0.272971,0.132432
-182396,0.894707,0.0395551,5,31,0,0.130194,5.5261,-0.63433,-0.0964006,-0.176461,-0.302949,0.499883,0.164519,-0.132239,0.0907481,-0.252589,0.076847,0.511332,-0.0762549,0.268471,0.0815835,0.108824,0.170971
-182396,0.906519,0.0395551,8,223,0,-0.602755,5.54019,-0.0700643,0.610147,0.593355,0.46059,0.79884,0.94499,0.578377,0.4817,0.353668,0.491865,1.04364,0.605344,0.847487,0.68157,0.694464,0.429678
-182395,0.989035,0.0395551,5,31,0,-0.621934,5.53406,-0.141493,0.55081,0.590089,0.515305,0.702829,0.777278,0.639172,0.0467894,0.404489,0.726029,0.791981,0.666974,0.924933,0.787571,0.678555,0.398903
-182394,0.997772,0.0395551,8,159,0,-0.153892,5.52906,-0.496596,0.166897,0.111221,0.0176461,0.48393,0.521159,0.148453,-0.0711835,0.0172176,0.390957,0.484111,0.134343,0.714679,0.331915,0.485616,0.156114
-182397,0.948948,0.0395551,6,63,0,-0.172826,5.5019,-0.58072,-0.00518549,0.151974,0.0295843,0.904369,0.607501,0.189121,0.228882,-0.0548731,0.358516,0.813055,0.195966,0.764062,0.351958,0.404264,0.166842
-182396,0.86093,0.0395551,5,31,0,-0.212507,5.49958,-0.761182,0.114666,0.185519,0.130888,0.908995,0.680113,0.201173,0.339472,-0.0130198,0.368401,0.675295,0.271815,0.707209,0.403001,0.541345,0.158022
-182394,0.939539,0.0395551,5,31,0,-0.227653,5.48735,-0.369968,0.241916,0.205077,0.10053,0.752467,0.60877,0.202938,0.219579,-0.0653923,0.389311,0.624189,0.203584,0.814566,0.409207,0.484847,0.178239
-182392,0.972572,0.0395551,5,31,0,-0.258184,5.51407,-0.399446,0.251893,0.230603,0.168528,0.504258,0.653394,0.229799,0.190696,-0.0347066,0.460017,0.733793,0.33739,0.662,0.36484,0.534042,0.196733
