# stan_version_major = 2
# stan_version_minor = 8
# stan_version_patch = 0
# model = ukeu_3_model
# method = sample (Default)
#   sample
#     num_samples = 2000
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 0 (Default)
# data
#   file = stan/data.R
# init = 2 (Default)
# random
#   seed = 2252998156
# output
#   file = stan/ukeu_3.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,n_divergent__,grand_mu,grand_sigma,kappa_pollster.1,kappa_pollster.2,kappa_pollster.3,kappa_pollster.4,kappa_pollster.5,kappa_pollster.6,kappa_pollster.7,kappa_pollster.8,kappa_pollster.9,kappa_pollster.10,kappa_pollster.11,kappa_pollster.12,kappa_pollster.13,kappa_pollster.14,kappa_pollster.15,kappa_teleph
# Adaptation terminated
# Step size = 0.0395551
# Diagonal elements of inverse mass matrix:
# 0.156827, 4.09737e-05, 0.170366, 0.163559, 0.157127, 0.161299, 0.202636, 0.16611, 0.156285, 0.208777, 0.185146, 0.167696, 0.169172, 0.159134, 0.168103, 0.160686, 0.167572, 0.00661041
-182399,0.92764,0.0395551,4,15,0,-0.341654,5.48627,-0.23817,0.380101,0.295499,0.304424,0.870775,0.664248,0.329251,0.341904,0.0189764,0.424551,0.577644,0.440415,0.574751,0.340141,0.373719,0.31403
-182399,0.962497,0.0395551,6,63,0,-0.220009,5.60669,-0.288192,0.0692599,0.1835,0.0274316,0.241698,0.552241,0.222239,-0.0767174,0.12945,0.343642,0.761454,0.230537,0.822942,0.502935,0.54728,0.187424
-182405,0.974173,0.0395551,6,63,0,-0.328491,5.63977,-0.52683,0.319454,0.270661,0.162431,0.473921,0.741687,0.312693,0.567067,-0.0533256,0.603093,0.837151,0.367496,0.871351,0.683879,0.550329,0.150065
-182395,0.999391,0.0395551,6,63,0,-0.299317,5.51973,-0.449688,0.21823,0.262769,0.181133,0.569137,0.693169,0.28716,-0.375145,0.00828369,0.249066,0.582028,0.274741,0.524942,0.39369,0.365888,0.477932
-182395,0.991534,0.0395551,5,31,0,-0.294001,5.50065,-0.386554,0.316566,0.240975,0.243907,0.563719,0.916856,0.297317,-0.275639,0.080049,0.259253,0.482905,0.271384,0.540552,0.402696,0.351973,0.402103
-182394,0.992651,0.0395551,7,127,0,-0.177976,5.50226,-0.523782,0.144052,0.136758,0.0407779,0.664706,0.776283,0.156124,-0.0670869,-0.155573,0.399834,0.646327,0.206242,0.725256,0.357611,0.51749,0.158458
-182394,0.99358,0.0395551,6,63,0,-0.298105,5.49854,-0.154339,0.249433,0.267711,0.237574,0.533945,0.500283,0.277932,0.408769,0.276769,0.422529,0.643317,0.34257,0.741017,0.420951,0.522527,0.221581
-182395,0.975584,0.0395551,6,63,0,-0.321431,5.5171,-0.150038,0.277713,0.283085,0.194132,0.351474,0.52416,0.331601,-0.0782641,0.302622,0.146622,0.640362,0.339161,0.61351,0.415616,0.37487,0.362963
-182392,0.85737,0.0395551,4,15,0,-0.281375,5.51949,-0.182762,0.320228,0.239867,0.20458,0.364661,0.608828,0.27047,-0.035877,0.260982,0.326097,0.604427,0.350584,0.554817,0.42783,0.452372,0.34154
-182395,0.968112,0.0395551,6,63,0,-0.305424,5.52604,-0.20465,0.1353,0.240405,0.14222,0.660901,0.702192,0.273476,0.239185,0.277622,0.210245,0.684042,0.32103,0.609861,0.399245,0.415884,0.393476
-182400,0.777467,0.0395551,4,15,0,-0.289398,5.53049,-0.21494,0.360873,0.221941,0.162736,0.564386,0.836637,0.318386,0.450518,0.212548,0.272228,0.696108,0.364655,0.452919,0.313271,0.317933,0.369118
-182402,0.967328,0.0395551,7,127,0,-0.411175,5.5537,-0.20863,0.195599,0.363823,0.356137,0.715492,0.918337,0.373638,-0.146693,0.450072,0.49795,0.765458,0.560365,0.928827,0.624959,0.704059,0.263286
-182397,0.86773,0.0395551,6,63,0,-0.359602,5.51365,-0.121841,0.404381,0.251419,0.242826,0.636076,0.871748,0.300718,0.185575,-0.0106384,0.555512,0.836983,0.417549,0.688758,0.514379,0.525752,0.297629
-182399,0.984501,0.0395551,8,143,0,-0.173445,5.57296,-0.171163,0.0970811,0.0736978,0.047426,0.519439,0.628885,0.11472,0.217174,-0.142453,0.326662,0.674712,0.255198,0.779094,0.350599,0.477285,0.190159
-182399,0.999688,0.0395551,8,255,0,0.500661,5.50211,-0.793344,-0.453883,-0.558579,-0.549461,-0.314737,-0.334799,-0.514234,-0.881845,-0.531589,-0.602157,-0.222317,-0.41813,-0.333117,-0.356476,-0.472408,0.481354
-182401,0.881455,0.0395551,5,31,0,0.382937,5.52696,-1.28537,-0.3676,-0.468422,-0.589656,-0.814906,0.119689,-0.436874,-1.00307,-0.851041,-0.514982,-0.114174,-0.355295,-0.251961,-0.283196,-0.38285,0.485833
-182397,0.988267,0.0395551,7,127,0,0.272908,5.54271,-0.639402,-0.359342,-0.300713,-0.39134,-0.206827,-0.015258,-0.294024,-0.3546,-0.227104,0.00934377,0.284144,-0.255518,0.349682,-0.0739257,0.113162,0.103468
-182397,0.922266,0.0395551,5,31,0,0.255326,5.54571,-0.679637,-0.415263,-0.287593,-0.417432,-0.202847,-0.0036952,-0.284494,-0.313681,-0.293729,-0.0309062,0.283078,-0.196259,0.350986,-0.0584862,0.155729,0.113998
-182394,0.986124,0.0395551,6,63,0,0.206168,5.55725,-0.9872,-0.325434,-0.2638,-0.317982,0.207058,0.19761,-0.235601,-0.219832,-0.46889,-0.0206767,0.246957,-0.222436,0.344772,-0.0852071,0.0688072,0.25591
-182391,0.998539,0.0395551,4,15,0,0.221094,5.55465,-0.993604,-0.327588,-0.262611,-0.346529,0.156385,0.241268,-0.232995,-0.242514,-0.392367,-0.0564567,0.245416,-0.233322,0.23167,-0.110168,0.0246966,0.249796
-182398,0.810037,0.0395551,8,223,0,0.895789,5.50966,-1.57904,-1.00271,-0.938153,-0.942227,-0.696659,-0.584288,-0.927617,-1.04058,-1.09536,-0.929776,-0.795963,-0.930204,-0.496631,-0.878519,-0.827962,0.383683
-182395,0.997922,0.0395551,6,63,0,0.871116,5.53098,-1.4779,-0.897754,-0.938598,-1.01863,-0.82575,-0.662722,-0.876421,-1.34368,-0.959447,-0.856181,-0.448856,-0.892431,-0.664881,-0.720735,-0.857294,0.389307
-182396,0.946546,0.0395551,6,47,0,0.912524,5.5351,-1.41205,-1.00418,-0.94377,-1.09998,-0.774252,-0.587182,-0.892957,-0.935858,-1.07575,-0.961365,-0.740339,-0.819065,-0.585283,-0.844008,-0.769715,0.392102
-182396,0.981001,0.0395551,6,63,0,0.927288,5.5227,-1.31604,-0.971411,-0.967537,-0.995778,-0.659065,-0.715344,-1.00308,-0.936024,-1.11729,-0.953193,-0.652772,-0.953541,-0.609432,-0.788001,-0.834294,0.367794
-182397,0.998758,0.0395551,6,47,0,0.945555,5.56348,-1.38474,-1.06118,-1.02018,-1.021,-0.779263,-0.393409,-0.933233,-1.24932,-1.0196,-0.911015,-0.700886,-0.950254,-0.6899,-0.80908,-0.925035,0.440793
-182400,0.874193,0.0395551,5,31,0,0.979074,5.57695,-1.30618,-0.940997,-1.06883,-1.1247,-0.870009,-0.653223,-0.951266,-1.63326,-1.06022,-1.09927,-0.785318,-0.911175,-0.765801,-0.891132,-0.921891,0.462384
-182402,0.783305,0.0395551,7,95,0,0.884296,5.50171,-1.2517,-0.860167,-0.946476,-0.91897,-0.600372,-0.575379,-0.852413,-1.4218,-1.01975,-0.635943,-0.354968,-0.947255,-0.351956,-0.736619,-0.565593,0.121455
-182399,0.993327,0.0395551,5,31,0,0.878488,5.52377,-1.80319,-0.906257,-0.879468,-1.06042,-0.576739,-0.575461,-0.876839,-0.597125,-1.24939,-0.742155,-0.506483,-0.80679,-0.444698,-0.752142,-0.571798,0.170895
-182397,0.99449,0.0395551,6,63,0,0.909797,5.55223,-1.22927,-1.02147,-0.949291,-1.06753,-0.543791,-0.671316,-0.894639,-0.877558,-1.28253,-0.77304,-0.435015,-0.970613,-0.447778,-0.722846,-0.715611,0.261337
-182397,0.955444,0.0395551,7,79,0,1.02534,5.54459,-1.92247,-1.12042,-1.07385,-1.15655,-0.956746,-0.594626,-1.01316,-1.55403,-1.29966,-1.07585,-0.665885,-0.909492,-0.780714,-0.917725,-0.911019,0.363477
-182399,0.914134,0.0395551,4,15,0,1.04371,5.53847,-1.94132,-1.15759,-1.06566,-1.12109,-1.04491,-0.632718,-1.04736,-1.71215,-1.14055,-0.992902,-0.748856,-1.05699,-0.727375,-0.761367,-0.977247,0.359107
-182402,0.662558,0.0395551,7,127,0,1.30225,5.53027,-1.99517,-1.24348,-1.32347,-1.40332,-0.944803,-0.995169,-1.27923,-1.80931,-1.31338,-1.15129,-0.899191,-1.19388,-0.838807,-1.28674,-0.926631,0.233804
-182396,0.842418,0.0395551,4,15,0,1.3077,5.53766,-1.90104,-1.33034,-1.36658,-1.37053,-1.1547,-0.880762,-1.32098,-1.54362,-1.41077,-1.20288,-0.807336,-1.27064,-0.914677,-1.03916,-1.04052,0.276001
-182395,0.906508,0.0395551,9,303,0,-0.647473,5.53102,-0.0243542,0.492561,0.571794,0.52337,1.04107,0.919933,0.642954,0.357469,0.378111,0.842558,1.03079,0.760784,1.14692,0.82724,0.81726,0.235013
-182394,1,0.0395551,4,15,0,-0.64252,5.53026,-0.0315945,0.513994,0.577621,0.528982,1.05013,0.907461,0.648571,0.37061,0.381869,0.823519,1.0391,0.762743,1.12624,0.817206,0.820871,0.235813
-182395,0.87714,0.0395551,5,23,0,-0.671641,5.54029,-0.323718,0.657984,0.626111,0.582209,1.09862,0.947698,0.687325,0.43238,0.435905,0.809799,1.15768,0.651619,1.03635,0.768828,0.977336,0.237339
-182393,0.914529,0.0395551,5,31,0,-0.629283,5.53273,0.0264369,0.501432,0.58052,0.473127,0.995372,1.03644,0.651941,0.407882,0.606214,0.775148,1.06702,0.692917,1.02445,0.785553,0.753297,0.249694
-182396,0.818817,0.0395551,5,31,0,-0.620674,5.52579,0.00714503,0.649301,0.551361,0.524305,1.01482,1.084,0.564217,0.364601,0.476335,0.806307,0.990096,0.723313,1.16561,0.807144,0.887452,0.248558
-182395,0.991119,0.0395551,5,31,0,-0.706005,5.53392,-0.0773881,0.54008,0.687052,0.565558,1.11961,1.11763,0.718405,0.606842,0.478808,0.699248,1.10173,0.668413,1.07413,0.912938,0.895443,0.255795
-182397,0.868166,0.0395551,7,127,0,-0.613887,5.53471,0.174952,0.427963,0.615426,0.463753,0.465194,0.94825,0.603025,0.0757604,0.302346,0.540563,0.853375,0.610767,0.78049,0.705422,0.658561,0.426499
-182395,0.899811,0.0395551,8,159,0,-0.724442,5.5229,-0.0974292,0.638258,0.694838,0.586656,1.13588,0.836765,0.707279,0.689284,0.657456,0.931713,1.27947,0.743559,1.22773,0.901557,1.08957,0.15955
-182400,0.883517,0.0395551,5,31,0,-0.603786,5.50894,0.00891858,0.525677,0.565091,0.525179,1.26443,1.12207,0.569734,0.903593,0.716945,0.863756,1.23009,0.676404,1.14782,0.822589,0.909191,0.114583
-182400,0.972958,0.0395551,6,63,0,-0.751131,5.54054,0.247167,0.67247,0.735469,0.664192,0.620749,0.86865,0.750841,0.553276,0.170254,0.970658,1.25996,0.747102,1.17372,0.82266,0.902974,0.207585
-182397,0.965531,0.0395551,5,31,0,-0.699234,5.55534,0.166093,0.627884,0.667573,0.60666,0.658802,0.9369,0.689062,0.59056,0.311933,0.874012,1.35928,0.755249,1.30381,0.921335,0.988049,0.200836
-182399,0.961344,0.0395551,5,31,0,-0.699334,5.52448,0.15084,0.765312,0.658004,0.679432,0.7894,1.04739,0.676644,0.68485,0.802454,0.787169,0.965766,0.685549,1.08839,0.767697,0.915189,0.238623
-182396,0.823064,0.0395551,6,63,0,-0.718746,5.52203,0.212696,0.542848,0.632018,0.547712,1.20914,1.18627,0.682972,0.409047,0.529102,0.814465,1.15246,0.732205,1.09678,0.914356,0.906552,0.326098
-182396,0.928442,0.0395551,5,31,0,-0.743369,5.50915,0.190693,0.798204,0.755117,0.656145,0.764054,0.986449,0.69114,0.582947,0.405885,0.858528,1.11838,0.808809,1.12408,0.879219,0.925745,0.33271
-182394,0.998414,0.0395551,8,159,0,-0.291482,5.55332,-0.416717,0.249377,0.186203,0.144459,0.152791,0.645997,0.31682,-0.08908,-0.0115895,0.351844,0.677009,0.264453,0.618817,0.394483,0.475629,0.303625
-182397,0.888514,0.0395551,5,23,0,-0.274392,5.55382,-0.393331,0.0881521,0.228555,0.15159,0.121231,0.763813,0.225095,-0.0219709,0.0593526,0.405806,0.582862,0.272243,0.525487,0.551974,0.472642,0.328801
-182392,0.872298,0.0395551,4,15,0,-0.236375,5.54994,-0.281748,0.160939,0.180039,0.126364,0.1988,0.701406,0.253203,-0.0854868,0.00212537,0.349529,0.504583,0.324257,0.525519,0.308649,0.425529,0.329975
-182393,0.721194,0.0395551,7,79,0,-0.130744,5.51463,-0.485758,-0.0129734,0.0594865,0.0643199,0.523506,0.506669,0.0700103,-0.17492,-0.198895,0.132544,0.442738,0.12999,0.388186,0.210762,0.149995,0.371804
-182393,0.939838,0.0395551,5,31,0,-0.128914,5.51379,-0.486917,-0.00417351,0.0452601,0.054056,0.556866,0.525369,0.0791795,-0.195237,-0.176535,0.134737,0.445261,0.152535,0.385322,0.200437,0.131183,0.373045
-182396,0.985427,0.0395551,5,31,0,-0.0841129,5.50545,-0.700432,-0.0260398,-0.000559288,-0.0866656,0.550205,0.647708,0.039185,-0.101737,0.0220885,0.0770944,0.498187,0.15262,0.338822,0.130458,0.175837,0.359468
-182400,0.991121,0.0395551,6,63,0,-0.100085,5.55796,-0.500893,0.222388,0.0677241,-0.0370302,0.438594,0.222385,0.0927424,-0.13736,-0.343688,0.134461,0.308324,0.248541,0.446506,0.341182,0.229078,0.371075
-182399,0.93122,0.0395551,7,127,0,0.0973108,5.53574,-0.662865,-0.0689061,-0.177712,-0.154214,-0.215339,0.391639,-0.163279,-0.438704,-0.154479,-0.172326,0.0298684,-0.106719,0.285479,0.0278929,-0.0788652,0.338776
-182399,0.997953,0.0395551,5,31,0,0.0915592,5.53704,-0.410515,-0.314286,-0.151745,-0.337217,-0.0213653,0.279752,-0.130542,-0.454929,-0.103866,-0.0885513,0.204622,-0.0761668,0.139654,0.0212978,0.10811,0.367252
-182396,0.80435,0.0395551,5,31,0,0.113608,5.53694,-0.407157,-0.218241,-0.173069,-0.136577,-0.10122,0.289991,-0.117654,-0.520835,-0.283414,0.0434153,0.292555,-0.08544,0.138523,-0.0653667,0.0331624,0.350093
-182401,0.822563,0.0395551,4,15,0,0.0869961,5.54378,-0.230288,-0.0968874,-0.100162,-0.335523,-0.00624585,0.279724,-0.0491815,-0.584387,-0.382968,-0.180531,0.235048,-0.0874805,0.196371,0.134326,-0.0392563,0.362907
-182398,0.996762,0.0395551,6,63,0,-0.0122446,5.54552,-0.315077,-0.097152,0.00796332,-0.155965,-0.130485,0.537811,0.0430757,-0.21239,-0.192947,0.139763,0.267576,-0.0204637,0.328203,0.00655594,0.163023,0.340382
-182401,0.982628,0.0395551,6,63,0,0.0164292,5.56333,-0.561419,0.00492577,-0.112656,-0.0949665,-0.0416584,0.493523,-0.0667759,-0.256628,-0.15755,0.00233625,0.0839567,0.0622538,0.326831,0.293574,0.197084,0.317261
-182400,0.962222,0.0395551,5,31,0,-0.100131,5.557,-0.649306,0.043668,0.0108917,-0.0699432,0.00484868,0.264707,0.119378,-0.0689066,-0.25138,0.140514,0.771255,0.101848,0.471441,0.202957,0.183735,0.322883
-182397,0.999795,0.0395551,7,79,0,0.0858448,5.58073,-0.680264,-0.147177,-0.161528,-0.244593,0.283959,0.335841,-0.0786663,-0.380591,-0.271684,-0.123027,0.524745,-0.0748175,0.168861,0.0280056,0.0170786,0.338391
-182397,0.796817,0.0395551,6,47,0,-0.0113604,5.54117,-0.747033,-0.02075,-0.0207512,-0.0682708,0.438132,0.227835,-0.0112861,-0.462768,-0.477517,0.111717,0.0916621,0.0319953,0.414683,0.115129,0.172039,0.309235
-182397,0.99213,0.0395551,5,31,0,0.0216068,5.53509,-0.765741,-0.015658,-0.0397288,-0.0918205,0.42906,0.265622,-0.0549495,-0.527632,-0.50038,0.0829862,0.124417,0.00419674,0.417058,0.18041,0.210832,0.304169
-182394,0.954451,0.0395551,9,287,0,-1.19633,5.51159,0.632502,1.1447,1.14181,1.08378,1.40401,1.52348,1.15503,1.00051,0.991924,1.20783,1.57335,1.25961,1.47505,1.27493,1.29398,0.37185
-182398,0.813518,0.0395551,4,15,0,-1.19494,5.50758,0.57361,1.13339,1.10512,1.1033,1.35849,1.52854,1.25848,0.982904,0.936545,1.19518,1.51119,1.25853,1.41479,1.33409,1.22258,0.365055
-182399,0.996714,0.0395551,6,63,0,-1.18421,5.45838,0.708595,1.12008,1.11933,1.09549,0.957706,1.54867,1.199,1.1435,0.993075,1.27667,1.47319,1.26269,1.4924,1.24141,1.23634,0.362749
-182399,0.994217,0.0395551,7,127,0,-0.823911,5.60777,0.218081,0.842154,0.770058,0.739152,0.627595,1.09419,0.785896,0.832107,0.749325,0.844402,1.18719,0.850762,1.19411,1.08188,0.882283,0.297639
-182400,0.982337,0.0395551,5,31,0,-0.843164,5.62906,0.414509,0.791829,0.828975,0.668659,0.645935,1.15418,0.833788,0.784854,0.667289,0.89356,1.3538,0.87012,1.2331,0.966895,0.952247,0.315531
-182403,0.935198,0.0395551,5,31,0,-0.769145,5.63371,0.207711,0.638128,0.720758,0.592171,0.836598,1.14937,0.773332,0.993736,0.64327,0.825174,0.906481,0.797528,1.0595,0.788316,0.986563,0.375167
-182394,0.99976,0.0395551,6,63,0,-0.734866,5.55726,0.012892,0.730044,0.693187,0.588232,0.733374,1.13912,0.723885,0.447967,0.481314,0.800779,1.32606,0.790259,1.1835,0.925926,0.886549,0.246111
-182393,0.984676,0.0395551,7,127,0,-0.388194,5.48693,-0.380036,0.356991,0.350574,0.248103,0.840796,0.747992,0.381531,0.393137,0.0888686,0.504996,0.83076,0.43109,0.85765,0.443785,0.674739,0.241628
-182398,0.94969,0.0395551,7,127,0,-0.534858,5.52706,-0.278296,0.410886,0.495944,0.37886,0.223666,1.02563,0.508236,0.114333,0.156472,0.515845,0.697823,0.601522,0.807286,0.649377,0.424208,0.49272
-182396,0.980562,0.0395551,6,63,0,-0.464939,5.54521,0.112052,0.399429,0.420685,0.3322,0.343451,0.648928,0.424047,0.28039,0.403815,0.411048,0.718885,0.518197,0.901653,0.623089,0.506635,0.354432
-182395,0.601986,0.0395551,8,159,0,0.0835894,5.55399,-0.779347,-0.222512,-0.139737,-0.283143,0.0600854,0.116783,-0.140849,-0.375737,-0.161203,0.0294804,0.214437,-0.0869341,0.179972,-0.00546698,0.140408,0.312839
-182394,0.952143,0.0395551,6,47,0,0.164578,5.5445,-0.775945,-0.144532,-0.187627,-0.20578,0.296976,0.0994265,-0.157595,-0.295061,-0.393348,-0.110604,0.252255,-0.0959848,0.343292,0.0443876,-0.0577464,0.27259
-182398,0.79171,0.0395551,8,143,0,0.489315,5.5621,-1.17368,-0.56726,-0.570802,-0.632135,-0.531393,-0.299199,-0.525365,-0.97847,-0.76965,-0.514201,-0.259594,-0.531713,-0.388599,-0.490924,-0.333475,0.455193
-182397,0.985537,0.0395551,7,127,0,0.778835,5.5021,-1.42412,-0.800598,-0.788894,-0.858517,-0.553324,-0.499526,-0.7884,-0.87905,-0.709196,-0.595099,-0.261725,-0.708338,-0.202806,-0.548565,-0.634279,0.185809
-182400,0.809862,0.0395551,6,63,0,0.737723,5.49901,-1.26538,-0.70409,-0.739671,-0.851506,-0.687185,-0.246138,-0.735281,-0.610022,-1.13774,-0.621197,-0.197903,-0.715416,-0.213202,-0.492754,-0.63332,0.288187
-182398,1,0.0395551,6,63,0,0.71973,5.53936,-1.44226,-0.731918,-0.772871,-0.845258,-0.347841,-0.545043,-0.705013,-1.11282,-0.602882,-0.670617,-0.584962,-0.742304,-0.462369,-0.538461,-0.544296,0.407934
-182405,0.927687,0.0395551,4,15,0,0.678223,5.54919,-1.42909,-0.895369,-0.782749,-0.790975,-0.208097,-0.595314,-0.664699,-1.01224,-0.595213,-0.699162,-0.472488,-0.576514,-0.529347,-0.443685,-0.710792,0.419856
-182401,0.985091,0.0395551,7,127,0,0.951823,5.50625,-1.4309,-1.06193,-1.01373,-1.01435,-1.22344,-0.855403,-0.989867,-1.16071,-0.856147,-0.917279,-0.555634,-0.925817,-0.634899,-0.683609,-0.702015,0.336537
-182401,0.881768,0.0395551,6,63,0,0.930102,5.47426,-1.65355,-0.846657,-0.975665,-1.00271,-0.944726,-0.287153,-0.930223,-0.929066,-1.27848,-0.69981,-0.526076,-0.892443,-0.54282,-0.886355,-0.722495,0.253708
-182398,0.780567,0.0395551,6,63,0,0.88229,5.50956,-1.48136,-1.00045,-0.888735,-0.883212,-0.489463,-0.556306,-0.908047,-1.25474,-1.07407,-0.944582,-0.479103,-0.834802,-0.462145,-0.607263,-0.675468,0.289849
-182396,0.993672,0.0395551,6,63,0,0.899455,5.49877,-1.4865,-1.02341,-0.949844,-1.01088,-0.440261,-0.551987,-0.865537,-1.3426,-1.05539,-0.9023,-0.470999,-0.912765,-0.55928,-0.639314,-0.726895,0.273298
-182396,0.948978,0.0395551,5,23,0,0.957332,5.49487,-1.63996,-0.978427,-0.984414,-1.13072,-0.439261,-0.524608,-1.00547,-1.14943,-1.10055,-0.892828,-0.552946,-0.929169,-0.568774,-0.67395,-0.709757,0.298494
-182392,0.994923,0.0395551,8,159,0,0.753807,5.51561,-1.38234,-0.72842,-0.778164,-0.934219,-0.745183,-0.411235,-0.771766,-0.979914,-1.09025,-0.623162,-0.310261,-0.747398,-0.323655,-0.587308,-0.59909,0.283046
-182399,0.807709,0.0395551,6,63,0,0.759559,5.51057,-1.33236,-0.627814,-0.843459,-0.966305,-0.751965,-0.436887,-0.735172,-0.924817,-1.0956,-0.600836,-0.30281,-0.75156,-0.277834,-0.560075,-0.598604,0.288465
-182397,0.941286,0.0395551,5,31,0,0.7295,5.52107,-1.35786,-0.660864,-0.715427,-0.930649,-0.634864,-0.448355,-0.795099,-0.822316,-1.06519,-0.610356,-0.317218,-0.666518,-0.321958,-0.608084,-0.554671,0.308668
-182404,0.989486,0.0395551,6,63,0,0.825607,5.51393,-1.50663,-0.901211,-0.915357,-0.827835,-0.358851,-0.318611,-0.787711,-0.38194,-0.797101,-0.721767,-0.394497,-0.772941,-0.419985,-0.667908,-0.546743,0.17601
-182397,0.995725,0.0395551,6,63,0,0.708854,5.52929,-1.3238,-0.75147,-0.736197,-0.745813,-0.721654,-0.569043,-0.709678,-1.32609,-1.15866,-0.669623,-0.271974,-0.666076,-0.396293,-0.55777,-0.555024,0.268063
-182395,0.828314,0.0395551,5,31,0,0.769369,5.51836,-1.19356,-0.816514,-0.778903,-0.97557,-0.689099,-0.398024,-0.772512,-1.04641,-1.14854,-0.636161,-0.278437,-0.775284,-0.288822,-0.590823,-0.559742,0.261893
-182399,0.852791,0.0395551,7,127,0,1.25481,5.60966,-2.09533,-1.24614,-1.2616,-1.44622,-0.90874,-0.840563,-1.27027,-1.44916,-1.65215,-1.1793,-0.822524,-1.26131,-0.906138,-1.14698,-1.05419,0.311257
-182403,0.978808,0.0395551,5,31,0,1.2597,5.61364,-2.00385,-1.28545,-1.34162,-1.25725,-0.906277,-0.842217,-1.26651,-1.27683,-1.5483,-1.2769,-0.875435,-1.23257,-0.924783,-1.27275,-1.03803,0.311115
-182404,0.498742,0.0395551,6,63,0,1.3593,5.49656,-2.06408,-1.48049,-1.43312,-1.33394,-1.23207,-1.05311,-1.36085,-1.57474,-1.79434,-1.28832,-1.19024,-1.37365,-1.09304,-1.14911,-1.31494,0.312817
-182403,1,0.0395551,4,15,0,1.34793,5.49838,-2.00179,-1.46342,-1.38831,-1.47716,-1.19472,-1.14879,-1.39309,-1.63483,-1.83812,-1.32545,-1.16127,-1.32083,-1.01316,-0.996752,-1.20769,0.318595
-182401,0.924476,0.0395551,4,15,0,1.36961,5.50404,-2.07738,-1.48605,-1.44832,-1.40579,-1.28329,-1.17633,-1.39141,-1.67952,-1.78612,-1.32777,-1.14059,-1.32492,-0.899446,-1.17837,-1.12125,0.318461
-182400,0.987941,0.0395551,6,63,0,1.34737,5.50318,-2.07987,-1.42695,-1.36042,-1.54832,-1.26841,-1.20709,-1.34965,-1.74414,-1.72829,-1.42049,-1.07227,-1.3456,-1.07043,-1.13016,-1.18318,0.32827
-182399,0.950353,0.0395551,9,287,0,-0.844453,5.60257,0.138325,0.854554,0.79915,0.769669,0.974457,1.11678,0.781233,0.146751,0.462154,0.966798,1.19092,0.845329,1.2388,1.04335,0.954156,0.324893
-182401,0.970831,0.0395551,4,15,0,-0.840588,5.62216,0.198842,0.799655,0.83356,0.656731,0.908532,1.11091,0.838872,0.147972,0.583041,0.940571,1.00805,0.880779,1.16288,1.01063,0.975054,0.312405
-182398,0.988518,0.0395551,7,127,0,-0.751248,5.53935,0.114212,0.713071,0.697667,0.685884,0.933366,1.16354,0.737107,1.12491,0.596615,1.00983,1.14778,0.77176,1.19716,0.956771,0.895213,0.184163
-182399,0.989584,0.0395551,6,63,0,-0.55803,5.57128,0.0406606,0.42254,0.507826,0.44236,1.00356,1.19168,0.549512,0.0542461,0.366281,0.790325,1.10766,0.521211,1.11709,0.651676,0.827822,0.21358
-182399,0.929465,0.0395551,8,159,0,0.0758489,5.55462,-0.559818,-0.0414197,-0.117926,-0.253716,0.454152,0.409172,-0.138223,-0.0840169,-0.225489,-0.191403,0.284647,-0.112343,0.212369,0.141617,0.145854,0.376368
-182397,0.986686,0.0395551,8,143,0,-0.210469,5.52755,-0.333421,0.090617,0.152767,0.231369,0.013275,0.596733,0.243115,-0.285321,-0.0610129,0.241051,0.598479,0.203635,0.530656,0.259954,0.236108,0.360189
-182396,0.993312,0.0395551,7,127,0,-0.0400184,5.5591,-0.645223,-0.0203225,-0.00618453,-0.226962,0.353411,0.41717,0.046934,0.0940058,-0.152843,0.123924,0.472979,0.0918543,0.454656,0.179808,0.125611,0.353197
-182398,0.953482,0.0395551,7,79,0,-0.31344,5.48854,-0.376439,0.206301,0.31061,0.229256,0.947206,0.660818,0.297921,0.458916,0.0945746,0.470469,0.727886,0.254995,0.918755,0.517294,0.703152,0.182656
-182398,0.83656,0.0395551,6,63,0,-0.397133,5.50943,-0.136039,0.291494,0.348333,0.304089,0.568166,0.778108,0.334018,0.319207,0.0988725,0.604073,1.02305,0.302546,0.968143,0.580792,0.744996,0.147598
-182399,0.998586,0.0395551,7,79,0,-0.342617,5.51708,-0.0964272,0.439041,0.302307,0.291676,1.07295,0.745208,0.380357,0.0781363,0.0980748,0.506458,0.706606,0.26547,0.704195,0.499078,0.609008,0.278912
-182402,0.992962,0.0395551,7,127,0,-0.479572,5.53117,-0.410086,0.365436,0.450731,0.425147,1.14793,0.993195,0.418543,-0.0343848,0.407172,0.484239,0.865494,0.378034,0.928841,0.643186,0.56682,0.321104
-182406,0.988727,0.0395551,6,63,0,-0.576098,5.5573,0.305976,0.442669,0.551457,0.464164,0.226572,0.781377,0.520326,0.54335,0.254942,0.518183,0.899814,0.726166,0.958701,0.794976,0.495599,0.421403
