# stan_version_major = 2
# stan_version_minor = 8
# stan_version_patch = 0
# model = ukeu_1_model
# method = sample (Default)
#   sample
#     num_samples = 2000
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 0 (Default)
# data
#   file = stan/data.R
# init = 2 (Default)
# random
#   seed = 2174266419
# output
#   file = stan/ukeu_1.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,n_divergent__,alpha.1,alpha.2,alpha.3
# Adaptation terminated
# Step size = 0.209009
# Diagonal elements of inverse mass matrix:
# 0.00819347, 0.00832727, 0.00910791
347.885,0.784759,0.209009,2,3,0,20.3057,18.5386,6.3231
350.371,0.951546,0.209009,5,19,0,25.8659,25.4241,8.10363
350.161,0.816766,0.209009,2,3,0,27.0154,24.7982,7.54856
350.227,1,0.209009,2,3,0,27.037,25.6046,7.50541
350.356,1,0.209009,1,1,0,26.9334,25.4578,7.48669
351.435,0.909103,0.209009,2,3,0,26.5256,25.4534,7.65568
349.061,0.744299,0.209009,2,3,0,26.3945,24.8747,8.39586
349.221,1,0.209009,5,19,0,21.3383,20.6466,6.92801
349.461,0.990767,0.209009,2,3,0,21.3232,20.9615,6.89014
345.386,0.513224,0.209009,2,3,0,21.1857,22.282,6.82828
346.221,0.97431,0.209009,4,11,0,25.375,22.0548,7.3452
347.003,1,0.209009,1,1,0,25.235,22.0772,7.34025
351.699,0.994202,0.209009,2,3,0,24.5544,22.8984,7.35766
351.175,0.931839,0.209009,4,15,0,22.8431,22.2272,6.61225
351.768,0.992518,0.209009,4,15,0,24.2314,22.6559,6.99663
350.959,0.930942,0.209009,2,3,0,23.5318,23.3987,7.11494
351.682,0.906797,0.209009,2,3,0,24.1585,23.4822,7.42298
351.74,0.997507,0.209009,3,7,0,25.2129,23.9179,7.22432
352.076,0.997956,0.209009,2,3,0,24.9817,23.945,7.50399
352.083,0.994889,0.209009,5,23,0,24.8078,23.6414,7.24754
351.706,0.720338,0.209009,2,3,0,24.5101,23.3463,7.01841
351.706,0.754234,0.209009,2,3,0,24.5101,23.3463,7.01841
351.181,0.907327,0.209009,3,5,0,24.2458,23.1158,7.57309
351.371,0.979574,0.209009,2,3,0,24.7413,23.3614,7.62913
352.109,0.989921,0.209009,4,15,0,24.1968,23.2717,7.26696
352.015,0.997164,0.209009,3,7,0,24.427,23.0812,7.09924
351.317,0.97113,0.209009,5,21,0,23.5583,22.6921,6.73414
351.019,0.976062,0.209009,1,1,0,23.6864,22.736,6.69225
350.698,0.98953,0.209009,5,19,0,26.6708,25.2552,7.46259
349.823,0.92807,0.209009,5,19,0,21.3015,21.0203,6.17275
350.499,1,0.209009,1,1,0,21.483,20.8478,6.20134
351.125,1,0.209009,3,7,0,22.0116,20.6969,6.72009
351.152,0.983752,0.209009,4,11,0,22.3314,21.0648,6.8797
351.633,0.970211,0.209009,5,19,0,25.901,24.1863,7.7078
351.949,1,0.209009,2,3,0,25.8471,24.397,7.62655
351.904,0.948156,0.209009,3,7,0,25.5856,24.145,7.65789
351.787,0.995745,0.209009,4,11,0,26.4231,25.2654,7.79697
351.574,0.995372,0.209009,3,7,0,26.9382,25.6077,7.85971
351.67,0.842968,0.209009,4,15,0,24.4482,23.3689,7.53123
352.074,0.888785,0.209009,2,3,0,24.8463,23.6221,7.24822
351.491,0.833945,0.209009,2,3,0,24.8864,23.1552,7.49521
351.993,1,0.209009,2,3,0,24.8129,23.5878,7.5029
350.257,0.900595,0.209009,5,19,0,28.345,26.9851,8.02994
351.552,0.903201,0.209009,2,3,0,26.8047,25.7753,7.94818
351.552,0.785807,0.209009,3,7,0,26.8047,25.7753,7.94818
351.254,0.8593,0.209009,4,15,0,24.5457,24.2236,7.48815
350.216,0.944941,0.209009,2,3,0,25.1469,23.1457,7.72745
350.65,1,0.209009,2,3,0,25.0309,23.2062,7.69797
349.109,0.89155,0.209009,3,7,0,25.9405,23.6367,7.05512
348.712,0.917766,0.209009,3,7,0,24.7283,25.2083,7.6885
350.415,1,0.209009,4,11,0,22.1026,22.0925,6.71993
348.031,0.584082,0.209009,1,1,0,21.8374,22.4646,6.63678
351.345,0.969035,0.209009,2,3,0,22.2366,21.7608,6.79145
352.053,0.924973,0.209009,4,15,0,24.7662,23.3125,7.25806
352.129,1,0.209009,1,1,0,24.6746,23.3405,7.25984
351.87,0.93974,0.209009,2,3,0,24.991,24.028,7.26282
350.889,0.978047,0.209009,5,19,0,22.4454,21.5054,6.38557
351.18,0.944977,0.209009,5,23,0,25.626,24.1513,7.20888
351.539,0.931419,0.209009,2,3,0,25.0382,24.1605,7.20326
351.553,0.9732,0.209009,3,7,0,25.5279,24.0082,7.26876
351.914,0.873072,0.209009,2,3,0,24.7435,23.8729,7.52198
352.064,0.995988,0.209009,4,15,0,25.4557,24.2373,7.5817
350.773,0.948284,0.209009,4,11,0,27.8906,25.9863,8.25288
349.879,0.984,0.209009,4,11,0,28.4365,27.8546,8.50707
350.57,0.945198,0.209009,3,7,0,27.2094,26.6209,7.94357
351.309,0.999927,0.209009,5,23,0,24.4621,23.9766,7.56545
350.333,0.864782,0.209009,3,7,0,25.5253,24.7281,8.08068
347.976,0.624702,0.209009,3,7,0,27.3991,24.5972,8.26113
351.03,0.998729,0.209009,4,11,0,24.6923,23.6076,7.73494
350.385,0.82897,0.209009,2,3,0,24.9069,22.6482,7.42087
351.354,0.999515,0.209009,4,11,0,23.2512,21.6521,6.67031
347.077,0.600815,0.209009,2,3,0,23.6311,21.3384,6.25319
351.211,0.905554,0.209009,2,3,0,22.7571,21.0774,6.63233
351.973,0.99285,0.209009,5,19,0,24.0645,22.6968,7.23755
350.865,0.808258,0.209009,2,3,0,24.8957,22.7668,7.37831
351.036,1,0.209009,2,3,0,24.9719,22.8564,7.2914
351.944,0.910231,0.209009,2,3,0,24.4137,23.69,7.26081
351.73,0.967468,0.209009,5,23,0,26.103,25.2058,7.79959
351.619,0.982481,0.209009,2,3,0,26.395,24.8008,7.87236
351.696,0.947603,0.209009,2,3,0,26.2462,24.6312,7.7923
351.808,0.810823,0.209009,2,3,0,26.0136,25.048,7.66774
352.005,0.72956,0.209009,2,3,0,25.6962,24.4031,7.53098
351.102,0.881602,0.209009,2,3,0,25.4657,25.1074,7.73961
351.142,0.984653,0.209009,5,19,0,25.0128,23.0279,7.46274
351.367,1,0.209009,3,7,0,23.7126,23.3967,7.17824
350.436,0.934612,0.209009,3,7,0,24.8279,22.6465,6.98241
352.069,0.942231,0.209009,2,3,0,24.6308,23.2024,7.22395
350.921,0.861513,0.209009,3,7,0,23.6138,23.4511,7.03604
351.7,0.99897,0.209009,4,15,0,23.1594,22.6183,6.98592
351.411,0.952852,0.209009,4,15,0,25.5665,24.9746,7.51195
350.092,0.932462,0.209009,5,17,0,22.4154,22.0005,7.1893
348.341,0.985629,0.209009,4,15,0,20.3477,20.0857,5.79143
348.104,1,0.209009,2,3,0,20.5482,19.9719,5.71427
350.921,1,0.209009,4,9,0,21.5503,20.1353,6.37044
351.067,1,0.209009,2,3,0,21.2087,20.2123,6.32379
350.066,0.842839,0.209009,2,3,0,20.5879,20.1022,6.47171
349.94,0.843898,0.209009,2,3,0,21.3435,19.5724,6.36162
349.535,0.891422,0.209009,2,3,0,21.2549,19.4945,6.05235
349.589,0.94396,0.209009,2,3,0,20.8596,19.4695,5.9084
349.166,0.975285,0.209009,3,7,0,20.26,19.6314,6.50478
350.526,1,0.209009,3,7,0,21.343,19.9609,6.16057
350.526,0.604851,0.209009,2,3,0,21.343,19.9609,6.16057
351.108,0.890949,0.209009,3,7,0,21.8212,20.4222,6.54695
351.736,0.943867,0.209009,5,19,0,23.4811,22.49,6.79026
351.579,0.941891,0.209009,2,3,0,23.8196,22.6083,6.80137
350.792,0.942812,0.209009,2,3,0,24.1644,23.2884,6.79811
349.885,0.930512,0.209009,2,3,0,24.6788,23.4708,6.76036
349.853,0.996161,0.209009,4,11,0,24.5565,23.6748,7.88821
351.457,0.971228,0.209009,2,3,0,24.8908,24.132,7.69758
352.04,0.964782,0.209009,3,5,0,25.3391,24.3351,7.50327
351.282,0.957588,0.209009,5,23,0,22.142,21.5608,6.53138
351.918,0.999427,0.209009,5,23,0,24.6794,23.9203,7.46027
351.872,0.999976,0.209009,3,7,0,25.5958,24.0014,7.4568
351.766,0.985194,0.209009,3,7,0,25.3913,23.7789,7.59742
349.794,0.652434,0.209009,2,3,0,26.082,23.4906,7.5095
351.35,0.909776,0.209009,2,3,0,25.4491,24.227,7.20919
350.52,0.945126,0.209009,4,15,0,23.6351,22.2178,7.42835
350.829,0.975245,0.209009,2,3,0,23.2477,22.8686,7.31669
351.005,1,0.209009,1,1,0,23.2288,22.9015,7.2466
351.555,0.987902,0.209009,4,15,0,26.3298,25.124,7.57779
351.537,0.892901,0.209009,3,7,0,27.0617,25.5909,7.98725
351.248,0.946943,0.209009,3,7,0,27.5708,25.9432,8.10095
350.896,0.961527,0.209009,2,3,0,27.5317,26.1497,7.84075
350.634,0.848051,0.209009,3,7,0,27.5102,25.3374,8.02994
351.409,0.99478,0.209009,2,3,0,27.2777,26.0291,8.10585
350.334,0.902691,0.209009,3,7,0,27.0596,25.3951,8.33709
350.479,1,0.209009,2,3,0,26.9376,25.8895,8.37232
350.251,0.991817,0.209009,2,3,0,26.9044,25.708,8.40041
350.24,0.963057,0.209009,4,15,0,26.1042,24.3465,7.19326
351.164,1,0.209009,3,7,0,25.7291,24.9805,7.39555
348.004,0.737722,0.209009,2,3,0,26.1663,23.6489,7.01859
348.021,1,0.209009,1,1,0,25.926,23.9577,6.88007
345.977,0.57117,0.209009,1,1,0,26.3158,23.5735,6.88455
343.936,0.608028,0.209009,1,1,0,26.2671,23.1071,6.78752
346.506,1,0.209009,2,3,0,25.429,22.8623,6.67219
349.546,1,0.209009,3,7,0,22.8298,23.0842,6.8146
351.896,0.90998,0.209009,2,3,0,23.1579,21.8652,6.80222
351.647,0.831625,0.209009,4,11,0,22.1919,21.2221,6.58037
351.148,0.848844,0.209009,4,15,0,24.7108,22.6601,7.22407
348.878,0.817384,0.209009,3,7,0,23.5468,24.0095,7.06635
348.885,1,0.209009,3,7,0,24.1622,21.5319,7.12541
346.68,0.958749,0.209009,3,7,0,24.0057,24.4592,6.79127
347.997,1,0.209009,3,7,0,25.0113,22.2976,7.58758
346.245,0.563406,0.209009,1,1,0,25.4447,22.127,7.37886
348.108,1,0.209009,2,3,0,24.8728,25.3515,7.29891
349.743,1,0.209009,4,15,0,24.5755,24.6,7.14921
349.452,0.908092,0.209009,4,15,0,27.5995,24.9751,8.0727
351.498,1,0.209009,2,3,0,26.8864,25.2131,7.92249
350.733,0.961447,0.209009,5,19,0,22.6548,21.153,6.39137
351.69,0.919075,0.209009,4,15,0,23.647,22.0918,7.09814
351.734,0.994119,0.209009,4,9,0,23.4283,22.7684,7.17434
351.544,0.932757,0.209009,3,7,0,23.3549,22.0292,6.68876
351.995,0.990491,0.209009,4,11,0,23.3897,22.1632,7.01925
351.995,0.592353,0.209009,3,7,0,23.3897,22.1632,7.01925
351.756,0.718987,0.209009,4,11,0,22.4595,21.3641,6.65291
351.436,0.894635,0.209009,5,23,0,26.2149,24.3686,7.76589
350.491,0.904287,0.209009,4,13,0,27.2225,26.5519,7.85987
351.597,1,0.209009,3,7,0,26.7615,25.2225,7.93852
351.258,0.945899,0.209009,2,3,0,26.4211,25.2986,8.09698
351.408,0.9899,0.209009,3,5,0,27.0449,25.9933,8.0853
350.962,0.913619,0.209009,3,7,0,27.8152,26.0228,8.02164
351.566,0.998783,0.209009,3,7,0,26.7598,25.3055,7.9951
351.756,0.885535,0.209009,2,3,0,26.2895,25.1474,7.88531
351.756,0.850273,0.209009,2,3,0,26.2895,25.1474,7.88531
351.31,0.964264,0.209009,4,11,0,26.2755,25.4095,8.03651
351.538,0.940691,0.209009,2,3,0,26.5077,25.5979,7.78798
351.07,0.951767,0.209009,5,23,0,21.8314,21.4229,6.53763
351.848,0.998193,0.209009,4,15,0,23.7802,22.2477,6.95449
351.883,0.986025,0.209009,3,7,0,23.3071,22.4804,6.85726
351.819,0.995266,0.209009,4,11,0,22.5586,21.4787,6.71754
351.921,0.944932,0.209009,5,23,0,25.9464,24.8121,7.74043
351.921,0.27865,0.209009,2,3,0,25.9464,24.8121,7.74043
351.823,0.977776,0.209009,4,11,0,25.9746,24.4532,7.54098
351.775,0.929028,0.209009,4,15,0,24.0943,23.5159,7.17713
351.775,0.958918,0.209009,4,15,0,23.1749,22.1008,7.08771
350.483,0.921311,0.209009,4,15,0,24.6988,23.9766,7.84126
351.436,0.999414,0.209009,2,3,0,24.9538,24.3856,7.66626
351.091,0.981158,0.209009,4,15,0,22.9049,21.9732,6.52181
350.465,0.985077,0.209009,5,31,0,22.6919,21.779,6.37393
351.956,0.935528,0.209009,3,7,0,23.1501,21.9207,6.83617
350.143,0.822016,0.209009,2,3,0,22.3812,22.3316,6.58515
350.658,0.984913,0.209009,5,19,0,24.7707,22.5453,7.10679
350.376,0.99577,0.209009,3,7,0,22.6213,22.6117,7.05368
351.373,0.987999,0.209009,4,15,0,24.9288,23.2609,7.06225
351.361,0.988077,0.209009,5,19,0,22.1511,21.5367,6.54781
350.964,0.936114,0.209009,3,7,0,21.6751,21.1212,6.37602
351.507,0.823628,0.209009,4,13,0,23.6175,22.1738,6.74463
351.783,0.998341,0.209009,5,27,0,22.6785,21.9415,6.84224
351.117,0.979201,0.209009,4,11,0,22.3314,20.7967,6.46543
349.621,0.875865,0.209009,2,3,0,22.9207,20.7994,6.41525
348.021,0.891211,0.209009,2,3,0,23.1077,20.4727,6.4674
349.073,1,0.209009,1,1,0,22.9494,20.5388,6.5323
351.346,1,0.209009,2,3,0,21.8404,21.0032,6.69546
351.731,0.736094,0.209009,4,15,0,23.3484,21.8282,6.95804
351.767,0.997337,0.209009,5,23,0,26.2503,24.674,7.75399
351.781,0.99501,0.209009,4,11,0,25.4362,24.6096,7.45937
350.806,0.742984,0.209009,4,9,0,28.2279,26.8145,8.42355
350.631,0.850445,0.209009,3,7,0,28.1183,26.5941,8.47959
350.631,0.923721,0.209009,3,7,0,28.1183,26.5941,8.47959
350.631,0.694573,0.209009,5,19,0,28.1183,26.5941,8.47959
351.301,0.973621,0.209009,4,9,0,27.5565,26.043,8.09466
350.158,0.766071,0.209009,2,3,0,28.195,26.0003,8.00261
349.97,0.98527,0.209009,2,3,0,27.35,27.0657,8.1091
352.084,0.985267,0.209009,4,13,0,24.17,23.301,7.25533
351.486,0.975061,0.209009,4,13,0,25.6512,24.189,7.288
349.666,0.947135,0.209009,4,15,0,29.0897,27.0406,8.6915
350.665,0.97382,0.209009,4,15,0,27.1276,26.5044,7.90919
350.302,0.877921,0.209009,1,1,0,26.9091,26.6013,7.9786
350.1,0.958344,0.209009,3,7,0,26.5696,26.3309,7.78011
350.576,1,0.209009,1,1,0,26.6098,26.213,7.82217
350.809,1,0.209009,3,7,0,26.6784,24.5814,7.93078
351.814,0.985884,0.209009,4,11,0,25.5448,24.1727,7.35588
351.216,0.9019,0.209009,4,11,0,25.634,25.1931,7.77033
351.158,1,0.209009,1,1,0,25.6863,25.194,7.86169
350.524,0.924936,0.209009,2,3,0,25.5803,23.6715,7.843
349.593,0.956181,0.209009,2,3,0,24.8783,24.5531,7.98461
350.311,0.813436,0.209009,3,7,0,25.2565,25.2359,7.7429
348.227,0.914321,0.209009,3,7,0,26.3497,23.8689,7.08845
351.232,1,0.209009,2,3,0,24.4492,23.2493,7.61196
351.148,0.97003,0.209009,2,3,0,24.8539,23.9271,7.76741
351.867,1,0.209009,2,3,0,25.9459,24.4891,7.5448
351.356,0.865962,0.209009,2,3,0,26.213,24.2804,7.57403
349.982,0.892311,0.209009,2,3,0,24.6452,24.8021,7.55968
351.982,0.973101,0.209009,2,3,0,25.2288,24.1013,7.34523
351.892,0.943358,0.209009,2,3,0,25.4157,23.8014,7.42991
351.876,0.996757,0.209009,5,19,0,23.8498,22.3189,7.07935
349.959,0.956727,0.209009,5,19,0,21.024,19.4199,6.0961
349.87,0.976806,0.209009,3,7,0,20.0528,19.4124,6.24213
348.076,0.869234,0.209009,2,3,0,20.2594,18.4102,6.18805
347.079,0.962707,0.209009,4,15,0,20.2924,18.2756,6.26322
350.325,0.996591,0.209009,3,7,0,20.3552,19.3502,6.07958
350.185,0.951052,0.209009,3,7,0,20.3285,19.4634,6.27743
350.001,0.959771,0.209009,3,7,0,20.39,19.1041,6.00436
349.82,0.990653,0.209009,2,3,0,20.3239,18.9444,6.08657
349.556,0.949631,0.209009,2,3,0,20.0025,19.8144,6.13733
349.467,0.960786,0.209009,4,11,0,20.0618,19.3578,5.80797
349.741,0.907863,0.209009,4,11,0,21.5144,19.6354,6.21456
351.647,0.909955,0.209009,5,23,0,24.5493,22.7591,7.20535
350.12,0.892231,0.209009,2,3,0,25.0589,22.6738,7.09394
351.388,1,0.209009,4,15,0,22.7518,21.236,6.85617
351.977,0.916724,0.209009,3,7,0,23.4261,22.0957,6.91306
350.304,0.940764,0.209009,5,27,0,20.5026,19.6546,6.01728
350.167,0.998598,0.209009,2,3,0,20.3757,19.4456,5.97199
349.526,0.829984,0.209009,2,3,0,20.0212,18.8959,6.20351
349.526,0.729682,0.209009,2,3,0,20.0212,18.8959,6.20351
346.852,0.762207,0.209009,3,7,0,21.003,19.1334,5.65291
346.118,0.882792,0.209009,1,1,0,21.1291,19.0944,5.63363
346.713,0.985833,0.209009,3,7,0,18.5178,18.8152,5.6969
348.348,1,0.209009,3,7,0,19.3616,19.4481,5.98974
349.461,1,0.209009,2,3,0,19.5492,18.9766,6.03982
348.008,0.964061,0.209009,4,11,0,18.6702,18.1115,5.91287
348.437,0.986031,0.209009,4,11,0,18.9419,18.6249,5.94942
348.931,0.991296,0.209009,2,3,0,19.0354,18.4,5.78606
348.791,0.968106,0.209009,2,3,0,19.4885,18.1167,5.82657
348.584,0.838503,0.209009,2,3,0,18.9923,18.6789,5.73602
350.393,0.951712,0.209009,4,11,0,21.5982,19.8982,6.34172
351.479,0.987323,0.209009,5,23,0,23.515,22.0016,7.1542
349.804,0.740845,0.209009,2,3,0,24.2055,21.7556,7.00747
351.318,1,0.209009,2,3,0,23.6072,23.2968,7.20853
351.014,0.985515,0.209009,2,3,0,25.3709,23.3722,7.18755
351.817,0.908797,0.209009,2,3,0,25.1878,23.5429,7.49137
351.861,0.989527,0.209009,4,15,0,24.0302,22.5933,6.95031
351.854,0.953023,0.209009,2,3,0,23.3143,22.5721,6.88742
350.575,0.94963,0.209009,4,15,0,21.6913,20.1734,6.60954
351.176,0.917253,0.209009,2,3,0,21.5031,20.8958,6.53144
350.799,0.841191,0.209009,2,3,0,22.2063,20.588,6.38382
349.148,0.885377,0.209009,2,3,0,22.2362,20.0133,6.32783
348.724,0.818006,0.209009,3,7,0,22.7966,20.3138,6.67177
349.012,1,0.209009,1,1,0,22.967,20.5268,6.74875
351.124,0.991623,0.209009,3,7,0,22.5752,22.2397,6.70672
351.749,0.974633,0.209009,2,3,0,22.4364,21.6286,6.73029
351.329,0.890612,0.209009,2,3,0,22.4211,21.2534,6.90304
351.582,0.991673,0.209009,3,7,0,21.9981,21.031,6.5854
351.429,0.836304,0.209009,2,3,0,22.6506,21.6922,6.53977
351.369,0.985268,0.209009,4,15,0,22.2263,20.9459,6.46348
351.049,0.964825,0.209009,2,3,0,21.4599,20.7891,6.61588
351.41,0.952331,0.209009,5,19,0,24.182,23.804,7.20132
350.51,0.996484,0.209009,5,23,0,28.8393,27.2784,8.4331
350.079,0.986841,0.209009,3,7,0,29.3766,27.9176,8.65922
349.96,0.94535,0.209009,2,3,0,29.3686,27.8842,8.75732
349.447,0.819511,0.209009,2,3,0,29.07,28.4132,8.53962
348.39,0.773152,0.209009,2,3,0,28.5019,28.463,8.66303
349.494,0.959321,0.209009,2,3,0,29.1749,27.7778,8.91043
349.458,0.982989,0.209009,1,1,0,29.1448,27.6158,8.9021
349.774,0.88407,0.209009,2,3,0,29.4663,27.4016,8.52496
349.837,0.921835,0.209009,2,3,0,27.6965,26.8676,8.62038
350.402,0.981281,0.209009,5,19,0,23.09,21.5815,7.23045
349.925,0.970367,0.209009,4,13,0,22.4867,21.6703,6.27162
349.512,0.971137,0.209009,1,1,0,22.6795,21.6619,6.23476
348.841,0.97629,0.209009,2,3,0,22.9003,21.5874,6.18947
351.652,0.995152,0.209009,3,5,0,22.2285,21.1224,6.5986
351.721,0.929735,0.209009,5,19,0,25.1761,24.5304,7.58264
351.529,0.986973,0.209009,5,19,0,22.4416,21.4397,6.52981
351.448,0.895068,0.209009,2,3,0,22.6185,21.1001,6.71626
351.812,1,0.209009,2,3,0,22.5603,21.4848,6.76927
351.628,0.957339,0.209009,2,3,0,22.7877,21.3445,6.78594
350.455,0.941144,0.209009,5,23,0,21.0391,20.7664,6.34997
350.922,0.995368,0.209009,2,3,0,21.2311,20.3543,6.53774
350.506,0.93528,0.209009,3,7,0,21.7968,20.1431,6.2939
350.942,0.983985,0.209009,2,3,0,21.8958,20.7367,6.28474
352.163,0.99897,0.209009,5,23,0,24.6763,23.4777,7.27462
351.966,0.961593,0.209009,4,11,0,25.0665,24.1411,7.57204
349.146,0.670126,0.209009,4,11,0,28.6927,28.2928,8.41607
346.359,0.735246,0.209009,3,7,0,30.5941,28.4386,8.22
347.991,1,0.209009,1,1,0,30.1178,28.6157,8.31853
347.991,0.341779,0.209009,2,3,0,30.1178,28.6157,8.31853
349.627,0.990104,0.209009,3,7,0,27.6279,26.2969,8.6399
351.389,0.980698,0.209009,2,3,0,27.3489,26.1203,8.07638
351.018,0.941438,0.209009,2,3,0,27.3695,26.4276,7.95791
350.04,0.664448,0.209009,2,3,0,27.2983,25.3298,8.34111
348.523,0.878721,0.209009,3,7,0,26.2362,25.8327,7.27804
351.301,1,0.209009,3,7,0,26.9785,25.2962,7.73693
350.57,0.757849,0.209009,2,3,0,27.3656,25.1506,7.84476
350.491,1,0.209009,2,3,0,27.5968,25.418,7.86767
351.043,0.819144,0.209009,2,3,0,27.3603,25.4069,7.99714
351.627,0.927011,0.209009,2,3,0,26.6956,25.1875,7.93055
351.307,0.952297,0.209009,2,3,0,26.9917,25.5108,7.73027
351.307,0.757686,0.209009,2,3,0,26.9917,25.5108,7.73027
350.639,0.951424,0.209009,2,3,0,27.0554,26.2372,7.74808
351.056,0.916118,0.209009,5,23,0,23.8768,22.47,6.70346
351.249,1,0.209009,4,11,0,23.5788,22.3525,6.67165
351.202,0.994572,0.209009,5,19,0,21.6588,20.7289,6.65107
351.214,0.993905,0.209009,1,1,0,21.6088,20.824,6.63134
349.791,0.780633,0.209009,2,3,0,21.3749,21.4284,6.70217
350.265,0.992169,0.209009,4,15,0,22.8035,22.843,7.11716
350.378,0.99935,0.209009,3,7,0,24.139,21.8872,6.92133
350.027,0.973705,0.209009,2,3,0,23.914,23.9521,7.0219
348.999,0.714921,0.209009,5,19,0,19.5168,18.949,6.177
349.239,1,0.209009,2,3,0,20.082,18.7007,6.17137
349.562,1,0.209009,2,3,0,19.683,19.0877,6.10493
348.45,0.881101,0.209009,2,3,0,19.6081,19.2965,6.32612
348.497,0.900347,0.209009,5,19,0,26.8757,24.5272,8.31645
349.771,1,0.209009,3,7,0,26.0067,26.0132,8.04333
351.026,0.999651,0.209009,3,7,0,25.8532,25.2897,7.97179
350.821,1,0.209009,4,11,0,27.1979,26.47,7.92694
350.965,1,0.209009,1,1,0,27.4331,26.4235,7.93033
351.864,0.95765,0.209009,4,11,0,25.1889,24.1064,7.66125
350.593,0.906544,0.209009,4,9,0,26.6979,25.3013,7.45478
350.007,0.907787,0.209009,4,15,0,24.5019,22.5389,7.57924
351.357,0.995366,0.209009,3,7,0,25.2258,23.2465,7.32322
351.305,0.981682,0.209009,2,3,0,24.7061,23.938,7.08065
351.419,0.956679,0.209009,3,7,0,24.6529,22.7472,7.13972
351.419,0.848232,0.209009,1,1,0,24.6529,22.7472,7.13972
350.544,0.902112,0.209009,2,3,0,23.1772,22.8583,6.69204
349.258,0.913598,0.209009,2,3,0,23.2888,23.406,6.74247
350.072,0.985247,0.209009,3,7,0,25.5898,23.1521,7.24528
351.705,1,0.209009,2,3,0,25.1088,23.3386,7.40382
351.34,0.946891,0.209009,4,15,0,25.176,23.7721,7.75049
349.412,0.96735,0.209009,4,15,0,29.0556,27.5857,8.1293
349.386,0.887817,0.209009,3,7,0,28.6971,27.3667,8.0011
349.106,0.95353,0.209009,3,7,0,29.0991,27.4563,8.0662
350.49,0.9993,0.209009,3,7,0,28.2704,26.7639,8.0368
349.002,0.413136,0.209009,2,3,0,28.0412,25.2844,8.14461
351.137,1,0.209009,2,3,0,27.7217,26.0245,8.08696
351.137,0.653633,0.209009,2,3,0,27.7217,26.0245,8.08696
346.42,0.64526,0.209009,2,3,0,27.1135,26.7226,7.34778
351.727,1,0.209009,2,3,0,26.4881,25.1714,7.71085
350.803,0.958777,0.209009,4,11,0,26.738,25.5922,8.26501
351.415,0.980568,0.209009,3,7,0,25.7622,24.7873,7.92449
351.27,0.948516,0.209009,2,3,0,26.1566,24.5374,7.94566
350.404,0.953315,0.209009,4,11,0,27.6314,26.858,7.96277
350.404,0.833821,0.209009,2,3,0,27.6314,26.858,7.96277
350.284,0.99638,0.209009,3,7,0,28.4857,26.5575,8.49172
351.793,0.991259,0.209009,4,11,0,26.2416,24.812,7.62675
352.095,0.965598,0.209009,5,19,0,24.8825,23.4738,7.34477
352.142,0.998719,0.209009,4,15,0,24.4769,23.1638,7.21905
351.147,0.893335,0.209009,2,3,0,24.4669,24.1431,7.22167
352.115,1,0.209009,2,3,0,24.9633,23.83,7.33414
351.769,0.997945,0.209009,5,31,0,26.2628,24.9564,7.87089
351.574,0.934193,0.209009,2,3,0,26.5297,25.4311,8.00019
351.534,0.935637,0.209009,4,11,0,25.7644,24.1321,7.35264
351.809,0.917785,0.209009,2,3,0,24.565,23.7991,7.18685
350.342,0.732353,0.209009,2,3,0,23.8862,23.8637,7.04693
349.732,0.961724,0.209009,3,7,0,24.776,22.6293,7.61503
349.301,0.941702,0.209009,1,1,0,24.6288,22.4488,7.61733
350.513,0.997169,0.209009,3,7,0,24.1018,24.0303,7.12012
350.417,0.981802,0.209009,5,17,0,26.7057,24.3429,7.66963
350.039,0.981712,0.209009,2,3,0,26.4516,24.04,7.85269
350.732,0.990661,0.209009,3,7,0,26.0087,25.2106,8.12255
351.576,0.967975,0.209009,4,11,0,23.812,23.1597,6.94005
351.576,0.546831,0.209009,3,7,0,23.812,23.1597,6.94005
350.797,0.951742,0.209009,4,11,0,25.8369,25.1684,8.05588
350.638,0.970124,0.209009,3,7,0,27.2064,25.4179,7.63457
348.491,0.766248,0.209009,3,5,0,24.9686,24.483,8.16531
349.227,1,0.209009,2,3,0,25.2508,23.9938,8.1168
347.695,0.742712,0.209009,2,3,0,24.9145,24.9606,8.17513
347.6,0.952537,0.209009,1,1,0,25.2396,25.3792,8.2473
348.673,1,0.209009,3,7,0,28.8282,26.0788,8.11911
350.793,0.958834,0.209009,2,3,0,28.028,26.9164,8.13621
349.77,0.822241,0.209009,2,3,0,27.7056,26.9693,7.85946
351.093,0.936854,0.209009,5,19,0,23.2035,22.6955,7.26964
