# stan_version_major = 2
# stan_version_minor = 8
# stan_version_patch = 0
# model = ukeu_1_model
# method = sample (Default)
#   sample
#     num_samples = 2000
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 0 (Default)
# data
#   file = stan/data.R
# init = 2 (Default)
# random
#   seed = 2174266419
# output
#   file = stan/ukeu_1.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,n_divergent__,alpha.1,alpha.2,alpha.3
# Adaptation terminated
# Step size = 0.209009
# Diagonal elements of inverse mass matrix:
# 0.00819347, 0.00832727, 0.00910791
350.829,0.99763,0.209009,5,19,0,21.8809,21.2034,6.32447
350.717,0.971162,0.209009,1,1,0,21.7105,21.1863,6.32374
351.84,0.990168,0.209009,5,23,0,25.8902,24.9254,7.62295
351.869,0.986568,0.209009,5,19,0,23.5855,22.2641,6.84354
349.971,0.706007,0.209009,2,3,0,23.2104,22.304,6.43164
351.144,0.993926,0.209009,3,7,0,22.6246,21.8506,7.08344
351.865,0.994964,0.209009,3,7,0,23.4287,22.0042,6.99674
351.198,0.944749,0.209009,4,11,0,21.8025,21.1772,6.44097
350.55,0.983472,0.209009,4,15,0,20.9417,19.8904,6.46204
350.202,0.965787,0.209009,4,13,0,21.2203,20.3384,6.71218
350.215,0.948965,0.209009,5,23,0,25.754,23.7624,7.91009
350.254,0.990273,0.209009,2,3,0,25.0575,23.9447,7.95432
351.345,0.980575,0.209009,4,11,0,24.5237,23.8425,7.62305
352.042,0.989965,0.209009,2,3,0,25.1086,23.8916,7.54922
351.856,0.998725,0.209009,4,11,0,26.1041,24.9744,7.65454
351.601,0.866601,0.209009,5,19,0,22.0817,21.2602,6.60825
352.01,0.985847,0.209009,4,11,0,23.5557,22.7546,7.02437
352.114,0.99717,0.209009,5,19,0,25.2544,24.0581,7.49321
351.367,0.89817,0.209009,5,23,0,23.8237,22.7062,7.40886
352.134,0.881556,0.209009,2,3,0,24.2444,23.1955,7.14168
351.122,0.885331,0.209009,4,13,0,25.5531,23.6398,7.23464
351.653,1,0.209009,2,3,0,25.484,23.9466,7.28733
351.591,0.971143,0.209009,4,11,0,24.3351,22.64,7.30054
350.742,0.918936,0.209009,3,7,0,23.0012,22.8857,7.13024
351.931,0.999226,0.209009,3,7,0,23.9927,22.5454,7.18636
351.158,0.78521,0.209009,2,3,0,23.1595,22.2883,7.26271
352.033,0.912371,0.209009,2,3,0,23.6327,22.8122,7.04958
351.875,0.963811,0.209009,3,7,0,24.0811,22.8616,6.94908
351.286,0.883878,0.209009,4,11,0,24.5072,24.1686,7.48142
352.126,0.953526,0.209009,4,15,0,24.4825,23.1726,7.19019
351.432,0.804073,0.209009,3,7,0,23.1245,22.6995,7.09454
351.573,0.99814,0.209009,3,7,0,24.3571,22.5657,7.21383
351.26,0.918936,0.209009,1,1,0,24.5704,22.5806,7.18948
351.429,0.998438,0.209009,4,15,0,22.6742,22.2184,6.76772
351.887,0.997046,0.209009,4,11,0,23.9425,23.1242,7.00935
351.583,0.901364,0.209009,2,3,0,23.3792,22.8208,7.18663
351.714,1,0.209009,1,1,0,23.511,22.9042,7.18966
351.001,0.872828,0.209009,5,19,0,25.0941,24.4313,7.17849
351.205,0.957224,0.209009,3,5,0,24.6868,23.1884,7.61364
350.466,0.94535,0.209009,5,23,0,22.728,21.7831,6.37691
350.641,0.867472,0.209009,2,3,0,23.0573,21.9159,6.45333
350.4,0.954709,0.209009,1,1,0,23.2451,21.8215,6.4504
351.733,0.979332,0.209009,5,23,0,25.7805,24.1511,7.44228
351.711,1,0.209009,2,3,0,25.6167,24.8448,7.54374
349.905,0.813735,0.209009,2,3,0,24.5947,23.7621,7.8947
350.683,0.992032,0.209009,4,15,0,22.1215,21.3386,6.3132
351.025,0.970019,0.209009,3,5,0,21.6151,20.359,6.57664
350.868,0.885587,0.209009,4,15,0,23.8967,21.9377,6.79423
351.63,1,0.209009,2,3,0,23.2403,22.39,6.73879
351.993,0.81317,0.209009,2,3,0,24.054,22.7543,6.99263
350.736,0.942238,0.209009,5,17,0,28.4926,27.0792,8.3259
350.378,0.921974,0.209009,2,3,0,28.2488,27.2083,8.57655
350.378,0.511567,0.209009,2,3,0,28.2488,27.2083,8.57655
349.487,0.944455,0.209009,2,3,0,28.2862,27.1952,8.7987
349.487,0.632915,0.209009,2,3,0,28.2862,27.1952,8.7987
351.619,0.979191,0.209009,5,23,0,25.3095,24.4561,7.32819
351.813,1,0.209009,2,3,0,25.14,24.3772,7.4014
351.935,0.978674,0.209009,5,19,0,23.7795,23.0594,7.19221
350.629,0.910158,0.209009,3,5,0,23.8429,22.7212,7.54419
351.2,0.97981,0.209009,4,15,0,22.6201,21.4694,6.46081
349.655,0.751383,0.209009,3,7,0,23.2143,20.9147,6.88058
350.068,1,0.209009,3,7,0,23.0319,23.1887,6.94479
350.068,0.910206,0.209009,1,1,0,23.0319,23.1887,6.94479
349.121,0.786077,0.209009,1,1,0,23.179,23.601,6.99787
351.72,1,0.209009,2,3,0,23.7033,23.1814,7.15458
352.081,0.982904,0.209009,4,11,0,25.1352,24.0597,7.39362
350.801,0.727469,0.209009,2,3,0,24.4275,24.3282,7.37433
351.413,0.922935,0.209009,4,11,0,26.8072,25.6429,8.10348
351.501,0.925526,0.209009,4,9,0,24.7476,24.2109,7.58078
351.945,0.997352,0.209009,4,11,0,25.9271,24.5337,7.60324
352.075,0.966705,0.209009,5,23,0,23.6325,22.7468,7.05734
351.64,0.957633,0.209009,2,3,0,24.0713,22.3923,7.19019
351.3,0.90912,0.209009,1,1,0,24.3191,22.3842,7.16849
352.048,0.999438,0.209009,2,3,0,24.0049,22.6211,7.14081
352.048,0.880881,0.209009,4,11,0,24.0049,22.6211,7.14081
351.636,0.924785,0.209009,4,15,0,25.7627,24.1835,7.37948
351.493,0.915727,0.209009,5,19,0,22.8389,22.0205,6.62424
351.464,0.990305,0.209009,4,15,0,22.7211,21.4849,6.54609
350.618,0.720898,0.209009,3,5,0,22.2534,20.7139,6.85197
348.964,0.920219,0.209009,2,3,0,21.2456,20.2255,6.87834
349.947,0.988182,0.209009,3,7,0,21.0419,20.7083,6.68625
350.877,0.906914,0.209009,4,9,0,22.438,22.2795,6.82883
350.238,0.93375,0.209009,3,7,0,24.3987,22.3942,6.76729
350.143,0.9941,0.209009,3,7,0,22.1927,21.5748,7.11368
350.592,1,0.209009,1,1,0,22.2661,21.4914,7.06199
350.585,0.989558,0.209009,4,15,0,24.8361,24.2942,7.06761
352.071,0.990937,0.209009,2,3,0,25.051,24.0252,7.3725
352.071,0.897833,0.209009,2,3,0,25.051,24.0252,7.3725
351.607,0.851086,0.209009,2,3,0,25.2331,23.3919,7.41174
350.018,0.944686,0.209009,5,17,0,20.7321,20.5923,6.29374
350.625,1,0.209009,3,7,0,22.6864,20.7975,6.53573
351.354,1,0.209009,2,3,0,21.8303,20.9902,6.43156
349.432,0.745507,0.209009,2,3,0,22.2445,21.3779,6.1493
350.449,0.941886,0.209009,3,5,0,22.0078,20.1993,6.51598
350.35,0.970643,0.209009,1,1,0,22.1007,20.2222,6.48023
348.748,0.820418,0.209009,3,7,0,21.6594,19.496,6.4982
350.344,0.712244,0.209009,2,3,0,20.9395,20.6998,6.33673
350.77,1,0.209009,2,3,0,21.1494,20.5915,6.26859
348.448,0.784306,0.209009,2,3,0,21.895,19.5356,6.36719
350.608,0.731567,0.209009,2,3,0,21.0587,20.6955,6.3419
350.442,0.947199,0.209009,3,7,0,22.5264,21.0578,6.31066
350.772,0.972296,0.209009,3,7,0,21.4481,20.9731,6.6766
351.917,0.970653,0.209009,5,23,0,24.4845,23.7741,7.38286
350.993,0.992486,0.209009,5,21,0,27,26.1967,7.84192
351.972,0.996054,0.209009,4,15,0,24.7622,23.9852,7.37999
349.238,0.939069,0.209009,5,23,0,29.9958,27.9612,8.5322
348.943,0.90598,0.209009,1,1,0,30.1107,27.8394,8.56337
351.207,0.971899,0.209009,4,15,0,27.1746,26.2461,8.1596
351.761,0.990059,0.209009,5,23,0,22.7553,21.9929,6.92552
350.747,0.944067,0.209009,5,19,0,26.4939,25.5978,7.52232
351.707,0.866267,0.209009,4,15,0,23.6205,22.9865,7.2407
348.365,0.732081,0.209009,2,3,0,25.5523,22.7266,7.0795
351.266,1,0.209009,2,3,0,25.0027,23.5918,7.04113
351.464,1,0.209009,4,15,0,22.8541,21.9641,7.08485
351.574,0.999147,0.209009,3,7,0,23.5631,22.6702,6.7875
351.446,0.991177,0.209009,5,23,0,23.2383,21.7874,6.65501
351.446,0.521694,0.209009,2,3,0,23.2383,21.7874,6.65501
351.179,0.990354,0.209009,2,3,0,22.661,22.0422,6.57313
350.753,0.943866,0.209009,2,3,0,22.6057,21.8924,6.44347
348.781,0.895531,0.209009,4,13,0,23.9217,22.9821,6.47947
350.515,0.92522,0.209009,4,11,0,25.8665,25.6929,7.71391
351.547,0.839186,0.209009,2,3,0,25.3219,24.7744,7.61056
350.048,0.771252,0.209009,5,19,0,21.5842,19.8095,6.49025
350.797,0.994825,0.209009,2,3,0,21.0946,20.0564,6.4662
350.763,0.961762,0.209009,3,7,0,22.2363,20.6999,6.34262
350.53,0.982389,0.209009,2,3,0,21.8511,21.3337,6.30944
350.14,0.641661,0.209009,2,3,0,22.609,20.5418,6.54159
351.236,0.990544,0.209009,5,23,0,25.059,23.03,7.3491
350.848,0.825204,0.209009,2,3,0,25.386,25.1567,7.72541
348.151,0.837945,0.209009,2,3,0,27.3043,24.2844,7.67765
348.001,0.956997,0.209009,1,1,0,27.1294,24.0527,7.79711
351.715,1,0.209009,2,3,0,26.2143,24.8917,7.89106
351.971,0.894886,0.209009,5,17,0,23.6014,22.6701,7.17399
351.971,0.84231,0.209009,3,7,0,23.6014,22.6701,7.17399
351.376,0.88393,0.209009,2,3,0,23.9295,22.3518,7.30134
351.299,0.785751,0.209009,2,3,0,23.5133,23.2245,7.15275
351.168,0.998767,0.209009,5,19,0,25.1287,24.8087,7.59134
351.638,0.979256,0.209009,3,7,0,24.8867,23.8988,7.66263
351.623,0.968137,0.209009,2,3,0,24.9439,24.0718,7.6768
352.002,1,0.209009,3,7,0,25.809,24.578,7.62295
351.41,0.873375,0.209009,2,3,0,26.3184,24.468,7.79484
351.417,0.836801,0.209009,2,3,0,26.1786,25.4437,7.93279
351.345,0.984641,0.209009,2,3,0,26.7375,24.9566,7.94907
351.703,0.816871,0.209009,2,3,0,25.7379,24.9216,7.77914
351.853,0.95092,0.209009,5,19,0,22.991,22.2773,6.89641
351.04,0.83475,0.209009,3,5,0,23.4454,22.3256,6.61043
346.656,0.524808,0.209009,2,3,0,21.8605,22.7875,6.94862
348.767,0.973349,0.209009,2,3,0,22.9012,20.4869,6.85516
348.181,0.989262,0.209009,3,7,0,22.3548,22.6871,6.4732
349.48,1,0.209009,2,3,0,23.0818,22.3024,6.3675
349.984,0.983518,0.209009,2,3,0,22.8014,21.6609,6.30519
350.585,0.915045,0.209009,2,3,0,22.7817,20.8283,6.6009
350.623,0.917342,0.209009,2,3,0,22.1894,20.6564,6.30163
350.256,0.96857,0.209009,3,7,0,20.9828,20.7514,6.5276
349.804,0.906303,0.209009,1,1,0,20.9556,20.8954,6.58061
349.753,0.97865,0.209009,4,11,0,24.0162,23.9597,6.92271
350.953,1,0.209009,2,3,0,24.4061,23.4519,6.87355
349.675,0.836229,0.209009,4,11,0,25.0721,23.1465,7.8258
351.553,0.918647,0.209009,2,3,0,26.0791,24.2474,7.58807
351.323,0.988313,0.209009,2,3,0,25.4489,24.9006,7.45961
350.507,0.881534,0.209009,4,13,0,26.136,25.2641,8.19733
350.289,0.821883,0.209009,2,3,0,27.228,24.8748,7.76874
351.132,1,0.209009,2,3,0,26.5161,25.9271,7.97555
350.635,0.945062,0.209009,2,3,0,27.6315,25.4857,7.96023
350.635,0.890616,0.209009,1,1,0,27.6315,25.4857,7.96023
351.269,1,0.209009,3,7,0,26.6189,25.9209,7.96351
350.529,0.88753,0.209009,2,3,0,27.3473,26.2926,7.75158
349.839,0.828191,0.209009,2,3,0,26.8071,26.6493,7.89131
350.549,0.989484,0.209009,4,11,0,24.8181,24.6442,7.27281
350.75,0.761739,0.209009,2,3,0,25.5759,25.3713,7.74073
350.636,0.993031,0.209009,2,3,0,25.6514,25.4551,7.63029
350.96,1,0.209009,4,15,0,23.1523,22.9974,7.09823
350.463,0.957064,0.209009,2,3,0,23.6654,21.708,7.20219
350.917,0.972797,0.209009,3,7,0,23.5002,23.3676,7.05371
351.005,0.826328,0.209009,2,3,0,24.3728,22.781,6.82604
351.239,0.933956,0.209009,4,11,0,22.9956,21.652,7.09513
351.458,0.992037,0.209009,5,23,0,26.8059,25.2395,7.71383
352.047,1,0.209009,5,23,0,24.6256,23.7778,7.38185
350.563,0.858353,0.209009,4,15,0,26.5017,25.0258,7.37581
351.212,0.969186,0.209009,2,3,0,25.826,25.059,7.43527
350.885,0.964684,0.209009,5,19,0,24.2024,22.8597,7.57046
351.515,0.98078,0.209009,2,3,0,24.6089,23.2798,7.57121
350.899,0.779412,0.209009,2,3,0,24.1768,23.9064,7.52446
351.161,0.982405,0.209009,4,15,0,23.467,22.2039,6.62712
351.355,0.929975,0.209009,4,15,0,23.4781,23.1426,7.17427
350.7,0.951569,0.209009,5,19,0,25.5297,23.5531,7.1396
350.193,0.880073,0.209009,1,1,0,25.8588,23.6484,7.19763
350.857,1,0.209009,2,3,0,25.8751,23.8852,7.28212
348.589,0.711665,0.209009,2,3,0,25.8584,24.0598,6.91529
351.615,1,0.209009,2,3,0,23.5733,23.0519,7.2138
351.708,0.875094,0.209009,2,3,0,24.3428,23.2706,6.98643
351.024,0.979876,0.209009,4,15,0,22.1477,20.7831,6.79154
350.136,0.906694,0.209009,3,7,0,20.8393,19.9691,6.55961
349.571,0.875114,0.209009,2,3,0,20.3996,20.2413,6.42561
349.673,1,0.209009,1,1,0,20.486,20.2697,6.46494
349.576,0.918728,0.209009,3,7,0,22.4162,20.2503,6.41571
350.868,0.969661,0.209009,2,3,0,21.7788,20.6235,6.25182
349.098,0.759759,0.209009,2,3,0,20.6543,20.0937,6.68554
349.098,0.788388,0.209009,1,1,0,20.6543,20.0937,6.68554
350.087,0.978204,0.209009,2,3,0,20.5984,19.939,6.47885
351.126,0.997512,0.209009,4,11,0,23.5614,22.8777,6.75004
349.479,0.673351,0.209009,2,3,0,23.0274,23.3085,6.87452
349.479,0.76176,0.209009,1,1,0,23.0274,23.3085,6.87452
352.054,0.904837,0.209009,2,3,0,23.5915,22.3155,7.01684
351.508,0.975322,0.209009,5,19,0,25.8726,24.7727,7.92239
352.142,0.871362,0.209009,4,11,0,23.7802,22.7021,7.07571
352.071,0.995057,0.209009,5,17,0,25.2346,24.1936,7.45184
352.069,0.999332,0.209009,5,19,0,23.5079,22.4998,7.07115
351.251,0.788646,0.209009,2,3,0,24.1551,22.2265,6.98367
351.939,0.998152,0.209009,3,7,0,23.7801,23.0122,7.21825
351.966,0.955008,0.209009,4,13,0,22.9663,22.0121,6.87898
351.328,0.862916,0.209009,2,3,0,22.9153,22.5422,6.83233
350.149,0.878007,0.209009,4,11,0,22.1845,20.3548,6.73957
349.901,0.992338,0.209009,4,11,0,20.2395,19.9404,6.25394
349.455,0.882314,0.209009,2,3,0,20.2655,19.2101,6.37924
350.882,0.980186,0.209009,4,9,0,22.4003,21.0618,6.35843
350.718,0.987624,0.209009,2,3,0,21.9235,20.8405,6.24225
351.643,0.972678,0.209009,4,15,0,23.2364,21.8954,7.07552
351.865,0.973224,0.209009,2,3,0,23.559,22.0769,6.91925
347.042,0.368749,0.209009,2,3,0,24.4199,21.3567,7.11267
351.666,0.982458,0.209009,2,3,0,23.6404,22.0681,7.09353
351.912,0.952835,0.209009,3,7,0,23.1435,22.0808,6.78102
351.118,0.887517,0.209009,3,7,0,23.3913,22.9223,6.79577
348.971,0.890824,0.209009,4,15,0,22.441,20.3965,6.94054
348.348,0.920312,0.209009,1,1,0,22.4936,20.4034,7.02771
350.385,0.804557,0.209009,3,7,0,22.0322,21.6609,6.99453
350.769,0.84574,0.209009,2,3,0,22.5875,22.4897,6.89608
349.6,0.922124,0.209009,3,7,0,22.9028,23.1534,6.84659
351.952,0.991177,0.209009,2,3,0,23.3581,22.3271,6.83994
351.507,0.891157,0.209009,5,19,0,27.0112,25.7929,7.88623
349.603,0.81854,0.209009,2,3,0,27.9878,26.0213,7.72365
351.374,1,0.209009,3,7,0,27.1553,25.9417,7.88453
351.365,0.898864,0.209009,3,7,0,26.2387,25.5978,7.82519
351.575,0.934789,0.209009,2,3,0,26.1863,25.2924,7.64624
351.453,0.932246,0.209009,3,7,0,26.4061,25.5746,7.7365
351.483,0.978861,0.209009,3,7,0,25.9018,24.7353,7.93187
351.611,0.972625,0.209009,4,9,0,25.1406,24.4015,7.32144
350.9,0.829464,0.209009,2,3,0,26.8685,25.2967,7.56413
349.998,0.9161,0.209009,2,3,0,26.3257,25.7113,7.43072
349.359,0.757156,0.209009,2,3,0,26.8428,26.3955,7.58526
349.359,0.706412,0.209009,2,3,0,26.8428,26.3955,7.58526
348.534,0.91142,0.209009,2,3,0,26.2963,26.3832,7.55826
349.517,1,0.209009,2,3,0,26.3005,26.3214,7.7403
351.315,1,0.209009,2,3,0,26.8023,24.9113,7.83215
351.301,0.998624,0.209009,4,11,0,27.5106,26.2061,8.16393
351.301,0.700206,0.209009,2,3,0,27.5106,26.2061,8.16393
350.748,0.911413,0.209009,2,3,0,27.3912,25.9173,8.35962
351.029,0.960536,0.209009,3,5,0,27.8793,26.1801,8.21579
351.231,0.927937,0.209009,3,7,0,26.7178,25.9721,7.85883
351.928,1,0.209009,4,15,0,25.8179,24.3622,7.66216
350.901,0.973769,0.209009,4,15,0,27.8135,26.8306,8.15123
350.891,0.977477,0.209009,2,3,0,28.1314,26.957,8.30933
350.862,0.842171,0.209009,5,19,0,22.4957,20.8143,6.45789
351.217,0.958911,0.209009,5,19,0,22.4262,21.9171,6.96009
351.507,0.9432,0.209009,4,15,0,24.4451,22.5858,7.15658
351.816,1,0.209009,1,1,0,24.3391,22.6798,7.13557
351.78,0.997212,0.209009,2,3,0,24.3912,22.7061,7.19979
351.413,0.998892,0.209009,4,15,0,22.1544,21.603,6.63143
351.511,1,0.209009,1,1,0,22.1584,21.5192,6.63176
350.85,0.884024,0.209009,5,19,0,27.267,25.2681,8.09417
351.275,0.955491,0.209009,2,3,0,27.4723,26.0919,7.96753
351.14,0.889368,0.209009,5,23,0,21.3746,20.3578,6.48167
350.576,0.964496,0.209009,4,11,0,20.6945,19.6348,6.27711
349.838,0.814366,0.209009,2,3,0,20.3894,19.2255,6.31584
350.701,0.918474,0.209009,2,3,0,20.7774,19.7889,6.30431
351.47,0.987465,0.209009,4,11,0,22.3848,21.463,6.51379
351.524,0.985483,0.209009,2,3,0,22.3348,21.5513,6.56176
351.625,0.985477,0.209009,5,19,0,25.9549,25.2126,7.74811
350.063,0.547261,0.209009,2,3,0,28.0096,25.8611,8.38362
349.964,0.93199,0.209009,1,1,0,28.0339,25.7295,8.30264
350.526,0.957965,0.209009,2,3,0,27.7698,26.7993,7.96376
349.901,0.680242,0.209009,2,3,0,28.179,25.7575,8.1539
351.288,0.913443,0.209009,2,3,0,27.546,26.0617,8.1485
350.017,0.909926,0.209009,3,7,0,28.0622,26.468,7.8278
350.148,1,0.209009,2,3,0,27.6949,26.6021,7.79966
349.799,0.918329,0.209009,2,3,0,27.1506,26.7549,7.82201
349.015,0.857182,0.209009,3,7,0,27.4037,26.3877,7.537
348.981,0.711385,0.209009,2,3,0,27.6307,25.1853,7.57862
350.189,0.794531,0.209009,2,3,0,25.7862,25.4197,8.10415
351.273,1,0.209009,3,7,0,26.8442,25.3392,7.65634
351.136,0.844498,0.209009,2,3,0,26.7825,24.803,7.89365
351.427,0.863567,0.209009,4,11,0,25.8259,25.1366,7.55246
351.929,0.999874,0.209009,4,15,0,24.2469,23.2247,7.39692
351.081,0.780191,0.209009,3,7,0,23.9907,22.6889,7.47989
350.984,0.994149,0.209009,4,15,0,23.4404,22.1001,6.58726
350.85,0.955479,0.209009,3,7,0,21.9563,21.6829,6.56056
351.254,0.990826,0.209009,2,3,0,22.2371,21.4466,6.45613
351.254,0.624316,0.209009,2,3,0,22.2371,21.4466,6.45613
351.513,0.987062,0.209009,2,3,0,22.563,21.2968,6.54474
351.083,0.873762,0.209009,5,31,0,24.9631,22.8833,7.34537
350.408,0.975289,0.209009,3,7,0,23.9282,23.7191,7.55909
350.286,0.9581,0.209009,2,3,0,25.1669,22.8426,7.11694
349.944,0.923733,0.209009,1,1,0,25.2462,22.8228,7.10516
350.238,1,0.209009,1,1,0,25.0593,22.6656,7.17507
351.928,0.915164,0.209009,2,3,0,24.7709,23.3022,7.17019
351.391,0.855932,0.209009,2,3,0,24.725,22.8405,7.35453
351.152,0.909134,0.209009,4,11,0,22.4674,20.9344,6.4842
350.827,0.991057,0.209009,2,3,0,22.599,21.6021,6.39818
350.713,0.886581,0.209009,3,7,0,23.0027,21.189,6.53322
350.871,1,0.209009,2,3,0,22.8651,21.5676,6.4422
351.752,0.945028,0.209009,2,3,0,22.5463,21.6573,6.66296
351.476,0.993862,0.209009,5,23,0,27.2264,25.8331,8.03634
351.12,0.844322,0.209009,2,3,0,27.6836,26.3021,8.00187
349.262,0.769649,0.209009,4,11,0,28.5099,27.5708,8.86781
351.656,0.96498,0.209009,5,31,0,22.4723,21.7921,6.81914
351.682,0.991414,0.209009,4,15,0,23.9565,22.4061,6.89418
352.139,0.979553,0.209009,4,15,0,25.036,23.9166,7.43079
350.959,0.920285,0.209009,4,11,0,24.139,23.1354,7.59627
352.093,0.752171,0.209009,2,3,0,24.9596,23.6257,7.30592
351.39,0.902696,0.209009,2,3,0,25.2112,23.9292,7.13653
351.768,0.967976,0.209009,3,7,0,24.8578,24.2331,7.48367
351.382,0.96103,0.209009,3,7,0,26.319,24.5017,7.84036
351.683,0.999843,0.209009,4,11,0,24.9501,24.3473,7.39607
350.968,0.986336,0.209009,5,23,0,21.916,20.3804,6.4267
350.307,0.758302,0.209009,3,7,0,21.7495,21.4129,6.32152
350.836,0.908958,0.209009,4,15,0,23.85,23.6819,7.3939
350.839,0.99225,0.209009,4,11,0,23.8462,21.8092,7.07431
351.154,0.990762,0.209009,3,7,0,23.048,22.6264,6.749
351.39,0.944674,0.209009,2,3,0,22.5143,21.8951,6.96264
351.769,0.936847,0.209009,4,15,0,24.894,24.26,7.41082
351.075,0.965936,0.209009,2,3,0,26.1412,24.3052,7.37988
350.204,0.964545,0.209009,3,7,0,25.7029,25.316,8.08932
349.561,0.563514,0.209009,2,3,0,26.5577,24.1998,8.04847
351.195,1,0.209009,2,3,0,26.5601,25.8662,8.04287
350.739,0.906014,0.209009,2,3,0,26.4422,25.4903,8.22086
351.499,0.840881,0.209009,2,3,0,26.8464,25.4128,8.04327
349.488,0.652617,0.209009,2,3,0,27.4299,24.8916,8.13731
349.735,1,0.209009,2,3,0,26.8261,24.678,8.20552
350.957,0.969408,0.209009,3,7,0,26.7753,25.6594,7.60663
351.156,0.947285,0.209009,2,3,0,26.507,25.7473,7.69853
350.743,0.874684,0.209009,3,7,0,25.935,24.6657,8.08631
350.222,0.87302,0.209009,4,11,0,28.0816,25.9448,7.94482
347.756,0.711265,0.209009,3,7,0,25.6072,26.1542,8.09024
349.48,1,0.209009,1,1,0,26.0407,26.0772,8.12212
350.676,1,0.209009,2,3,0,26.6005,24.9802,8.18165
351.611,1,0.209009,4,15,0,24.0222,22.5724,6.86376
351.427,0.994252,0.209009,5,23,0,22.5544,21.0476,6.62947
349.516,0.835166,0.209009,3,7,0,21.6518,21.7167,6.89768
348.061,0.730431,0.209009,1,1,0,21.5927,22.0312,6.98497
348.863,1,0.209009,2,3,0,21.6152,21.7771,6.97787
347.975,0.802413,0.209009,2,3,0,22.8308,20.1756,6.64474
350.21,1,0.209009,1,1,0,22.3691,20.4106,6.67295
351.062,0.998173,0.209009,3,7,0,21.9606,21.6071,6.72835
351.465,0.999679,0.209009,4,15,0,22.197,21.0848,6.77302
350.75,0.799534,0.209009,4,15,0,21.1212,19.9559,6.17976
349.635,0.912291,0.209009,3,7,0,20.7346,19.0698,6.15722
348.98,0.999787,0.209009,3,7,0,19.3359,19.0225,5.82705
348.927,0.994115,0.209009,2,3,0,19.2606,18.9916,5.91415
349.588,0.986325,0.209009,3,5,0,20.3748,19.4847,5.83536
349.747,0.985693,0.209009,2,3,0,20.4576,19.2107,5.88899
350.822,0.919523,0.209009,5,23,0,25.4881,25.2391,7.57431
350.934,0.861538,0.209009,5,19,0,21.8722,21.5784,6.70221
350.059,0.88949,0.209009,2,3,0,21.1821,20.8175,6.727
350.892,0.959214,0.209009,5,23,0,27.5719,25.9824,7.83933
351.142,0.983854,0.209009,3,7,0,27.3143,25.4966,7.86193
349.509,0.920634,0.209009,2,3,0,27.6753,26.4994,7.66345
350.305,0.909143,0.209009,2,3,0,27.6405,25.5549,8.28968
350.245,1,0.209009,2,3,0,26.7805,26.0134,8.37201
351.326,0.927057,0.209009,5,23,0,22.3058,21.6104,6.91123
351.306,0.821539,0.209009,2,3,0,22.1967,21.0075,6.80396
351.417,0.98114,0.209009,5,23,0,24.3225,23.6756,7.54499
351.134,0.991457,0.209009,2,3,0,24.1093,23.43,7.55809
350.495,0.998683,0.209009,5,23,0,22.1213,20.6456,6.8544
350.193,0.987971,0.209009,2,3,0,21.4821,20.8402,6.84072
351.497,0.874163,0.209009,2,3,0,23.009,21.6969,7.04428
350.684,0.929612,0.209009,4,15,0,26.3307,25.4519,7.45632
351.861,1,0.209009,4,15,0,24.0892,23.2705,7.36586
351.28,0.867575,0.209009,2,3,0,25.0895,23.5994,7.06877
351.08,0.76038,0.209009,2,3,0,24.792,22.7189,7.29008
347.823,0.788656,0.209009,3,7,0,23.7293,24.2723,6.94054
349.939,1,0.209009,3,7,0,25.3137,22.7979,7.31545
348.81,0.903437,0.209009,2,3,0,22.862,23.2353,7.30107
350.346,1,0.209009,1,1,0,23.1934,23.0946,7.3134
351.572,0.989906,0.209009,4,11,0,26.1072,24.9906,7.51738
350.842,0.991804,0.209009,4,11,0,27.2596,26.0195,8.34378
351.988,0.987486,0.209009,4,15,0,23.9945,22.8535,6.97651
352.034,0.990107,0.209009,4,15,0,24.5403,23.1583,7.35198
352.026,0.999066,0.209009,5,31,0,24.2271,23.3239,7.33856
351.621,0.94986,0.209009,5,19,0,25.7274,25.0477,7.66683
350.71,0.917147,0.209009,5,19,0,23.0598,21.0938,6.67247
350.59,0.901609,0.209009,2,3,0,22.6323,22.6015,6.95654
350.522,1,0.209009,1,1,0,22.4649,22.4358,6.93475
352.138,0.983211,0.209009,4,15,0,24.7149,23.5,7.25565
352.053,0.985288,0.209009,4,11,0,24.1187,22.7061,7.14543
351.471,0.838076,0.209009,4,11,0,23.0457,22.1572,7.152
351.668,1,0.209009,2,3,0,22.9352,22.1993,7.04376
352.001,0.949222,0.209009,4,13,0,24.3436,22.9035,7.27367
350.922,0.886907,0.209009,2,3,0,23.2032,22.4111,7.32529
348.397,0.714887,0.209009,3,5,0,24.1512,22.998,6.47203
