lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,n_divergent__,alpha.1,alpha.2,alpha.3,beta_teleph.1,beta_teleph.2,beta_teleph.3,beta_pollster.1.1,beta_pollster.2.1,beta_pollster.3.1,beta_pollster.4.1,beta_pollster.5.1,beta_pollster.6.1,beta_pollster.7.1,beta_pollster.8.1,beta_pollster.9.1,beta_pollster.10.1,beta_pollster.11.1,beta_pollster.12.1,beta_pollster.13.1,beta_pollster.14.1,beta_pollster.15.1,beta_pollster.1.2,beta_pollster.2.2,beta_pollster.3.2,beta_pollster.4.2,beta_pollster.5.2,beta_pollster.6.2,beta_pollster.7.2,beta_pollster.8.2,beta_pollster.9.2,beta_pollster.10.2,beta_pollster.11.2,beta_pollster.12.2,beta_pollster.13.2,beta_pollster.14.2,beta_pollster.15.2,beta_pollster.1.3,beta_pollster.2.3,beta_pollster.3.3,beta_pollster.4.3,beta_pollster.5.3,beta_pollster.6.3,beta_pollster.7.3,beta_pollster.8.3,beta_pollster.9.3,beta_pollster.10.3,beta_pollster.11.3,beta_pollster.12.3,beta_pollster.13.3,beta_pollster.14.3,beta_pollster.15.3
# Adaptation terminated
# Step size = 0.0847993
# Diagonal elements of inverse mass matrix:
# 0.0164925, 0.0155722, 0.0184936, 0.0191897, 0.0186961, 0.0216238, 0.0193899, 0.022511, 0.0299315, 0.0151438, 0.0158012, 0.0176628, 0.0123726, 0.0133121, 0.014207, 0.0165363, 0.0149791, 0.0175468, 0.0268649, 0.0258168, 0.0248226, 0.0257524, 0.0209824, 0.0307575, 0.0141648, 0.0143169, 0.0152685, 0.0247033, 0.0245835, 0.0335831, 0.022352, 0.0223039, 0.0238628, 0.014571, 0.0171436, 0.0175847, 0.0151283, 0.0169377, 0.0179379, 0.0152245, 0.0165118, 0.0184811, 0.0176294, 0.0171105, 0.0192298, 0.0188337, 0.0203351, 0.0210394, 0.0180352, 0.0203927, 0.0173731
398.424,0.924337,0.0847993,6,63,0,55.9162,56.9822,17.4639,1.04078,0.903354,0.650245,0.621404,0.924115,0.927486,0.824255,1.02971,0.774996,1.04874,0.949937,0.753377,1.07298,0.91301,1.00792,1.22965,0.79696,1.26964,0.83593,0.824939,0.904472,0.90915,1.30447,0.76387,0.995685,1.02572,0.864517,0.927152,0.937844,0.888094,1.12369,0.839171,1.26333,0.811021,1.2501,1.0056,1.3875,0.674497,1.01366,1.19053,1.03216,0.822308,1.93331,0.889003,0.954318,1.28066,0.995514,0.562083
397.967,0.91406,0.0847993,6,63,0,51.8329,47.9898,15.8206,1.04319,0.954985,0.691611,0.664304,1.01767,0.856909,0.884136,0.99843,1.10789,0.971315,0.955248,0.685283,0.895099,1.04372,0.874723,1.1596,0.815719,1.24231,0.846926,1.0208,0.94089,0.855654,1.19512,0.986376,1.01564,1.02054,0.927095,1.05261,0.822469,1.02442,1.10587,0.683998,1.32262,0.823207,0.889702,0.808819,1.47647,0.599348,0.823174,1.16103,0.855161,1.03149,1.5396,0.868716,1.03366,1.12743,0.959314,0.702237
401.586,0.808242,0.0847993,6,63,0,52.107,48.078,16.8001,1.43021,1.33623,1.04398,0.958366,0.934931,0.828764,0.840754,1.21379,0.943349,0.898119,1.08049,1.04788,0.96574,1.06008,1.06753,0.941827,0.957685,1.43558,1.16658,1.01758,0.898996,0.792596,0.994012,0.975526,0.960354,1.17813,1.0416,1.0065,0.93756,1.24623,0.870583,0.986888,1.59263,0.758556,1.16725,0.779256,1.27793,0.590055,1.14634,1.07211,1.20521,0.792322,1.59802,0.652359,0.933889,0.915375,0.868707,0.636224
407.37,0.929139,0.0847993,6,63,0,48.0848,45.6773,14.8294,0.958039,0.832101,0.672805,0.836218,0.933072,1.01317,0.848764,1.22561,1.13066,0.875686,1.02658,0.785302,0.753416,1.06895,1.38041,1.14977,0.834945,1.41404,1.06816,1.00226,1.13214,0.850442,1.10824,0.901382,0.913117,1.22339,0.859931,0.844965,1.01706,1.41272,1.08442,0.910227,1.37238,1.63497,1.04258,1.0321,1.40263,0.740937,0.936268,1.04615,0.962277,0.945265,1.33376,0.715386,1.17044,1.17195,0.879776,0.687388
402.712,0.954348,0.0847993,6,63,0,69.7914,64.0663,20.7909,0.965024,0.939752,0.805928,1.00076,0.965947,0.99189,0.637879,1.02453,0.811126,0.984498,0.99666,0.883074,1.12039,1.18608,0.973569,1.12428,1.10152,1.11574,1.1015,1.11384,1.05249,0.750915,1.26758,0.883094,0.999903,1.08894,0.948743,1.09629,0.956076,1.03172,0.964911,1.18727,1.11556,0.865442,1.13997,1.06988,1.27893,0.551189,1.07972,1.25034,1.10179,0.777777,1.66084,0.785668,0.964839,0.902861,0.977895,0.426234
401.142,0.998824,0.0847993,6,63,0,47.7954,52.0661,16.2631,0.840372,0.795221,0.539683,0.955457,1.01857,0.991235,0.785306,1.01953,0.972318,0.931951,0.953346,1.2007,0.831435,1.15668,1.10394,1.23762,0.941781,1.70964,0.746332,0.979437,0.972128,0.817337,1.12002,1.01226,0.81939,0.976754,1.23438,0.649053,0.848615,1.10181,0.926578,0.808109,1.46892,1.11522,1.18859,0.952884,1.45192,0.919012,1.44775,0.938547,1.02093,1.06634,1.22082,0.941032,1.16853,1.21611,0.712179,0.835755
401.606,0.965832,0.0847993,6,63,0,57.8494,56.1963,17.9678,1.16177,1.11974,0.882573,0.864845,1.01354,0.981429,0.776002,1.01402,1.18878,0.987001,1.01864,0.744089,0.952328,1.15413,0.882954,0.835214,1.08397,1.32303,1.25812,0.956969,1.06688,0.721831,1.10761,0.777881,0.951432,1.14988,0.897965,0.781519,0.974475,0.880106,0.808956,0.99392,1.23281,1.15262,1.03735,1.02495,1.38765,0.505402,0.912295,1.20877,1.00925,0.859453,1.54252,0.700469,0.998678,0.767003,1.16021,0.463611
407.116,0.857744,0.0847993,6,63,0,58.6696,58.6217,20.085,0.994523,0.912385,0.742496,0.844393,1.01838,1.09502,0.82451,1.23599,0.812701,1.09987,1.13966,1.10851,0.834575,1.28119,1.00612,1.05576,1.08114,1.31621,0.948194,1.0654,1.13384,0.903121,1.10591,1.04146,1.16416,1.24889,0.900163,0.876675,1.08376,0.912041,0.891429,0.953963,1.19232,1.15785,1.22443,1.12916,1.26187,0.602427,0.983384,1.26306,1.12201,0.974151,1.04775,0.736016,0.885067,0.84072,1.00862,0.581192
398.711,0.905377,0.0847993,5,31,0,59.2066,59.7504,19.5163,1.04631,0.994643,0.790724,0.709217,0.935731,1.18007,0.751529,1.05664,1.18363,1.04967,1.23101,1.14372,0.893196,1.13451,0.844706,1.05775,1.11268,1.32411,0.788713,0.990823,1.17683,0.734944,1.17355,0.9855,1.12567,1.10154,1.52838,0.747553,0.876526,0.936925,0.919504,1.07138,1.23863,1.35313,0.92496,1.06609,1.47142,0.621289,0.966011,1.22687,1.20724,1.27912,1.26175,0.85779,0.892299,0.823893,0.904073,0.51253
403.383,0.998276,0.0847993,6,63,0,50.3059,50.2709,14.8704,0.854311,0.832079,0.661984,1.02376,0.977543,0.914271,0.633963,1.08602,0.951859,0.881212,0.856399,0.819738,0.987066,1.18638,1.06737,1.41092,0.916021,1.45505,1.06094,1.02315,0.913174,0.700076,1.17546,0.823237,0.844604,0.773668,0.779117,0.942537,1.01149,0.989418,1.15797,0.822368,1.26127,0.860544,1.0654,1.0858,1.39461,0.898331,1.10038,1.00874,1.1398,0.861363,1.53041,0.906495,1.0794,1.10346,0.860725,0.689889
403.428,0.958683,0.0847993,6,63,0,55.2968,51.6121,18.0747,1.13303,1.07286,0.913891,0.71223,0.904158,0.99429,0.845109,1.08759,1.02987,1.20394,1.28913,1.05734,0.817819,1.2447,1.0526,1.1051,1.13187,1.17608,1.06455,0.946516,1.07708,0.962057,1.20269,0.998871,1.18718,1.40275,1.38351,0.804115,1.11735,1.08344,1.08697,1.07467,1.21796,1.44802,0.827624,0.864173,1.51299,0.582687,1.10621,1.38103,0.992211,1.0025,1.17834,0.842907,0.896563,0.932059,1.06534,0.551244
411.781,0.978431,0.0847993,6,63,0,53.6629,49.853,16.7426,1.09014,1.00388,0.77508,0.978809,0.891556,0.91612,0.78938,1.1915,0.982643,1.05132,0.860331,1.0087,0.770257,1.12199,0.918418,1.03321,0.801796,1.43196,0.856004,0.98754,1.03416,0.809348,1.05924,1.10266,1.12069,0.903852,1.17335,0.769361,0.966759,1.05009,0.897525,0.788511,1.48563,0.915487,1.0443,0.972761,1.24614,0.751216,0.810687,1.16513,1.12723,0.837119,1.34762,0.764903,1.11947,1.04335,0.976281,0.635376
407.034,0.89522,0.0847993,6,63,0,51.0899,55.1811,15.9012,1.0228,0.873497,0.785195,1.08789,0.9994,1.10347,0.751002,1.21475,0.934466,0.897249,1.12328,1.02972,1.12302,1.28075,1.12325,1.25006,1.13493,1.35364,0.839704,0.969866,1.06968,0.834592,1.10187,0.987074,0.822652,1.18923,0.942847,0.918501,1.07788,1.0735,1.03427,0.987559,1.25312,1.26918,1.09566,1.18606,1.46582,0.724781,1.2002,1.0371,1.19508,1.1933,1.5109,0.682256,1.18794,1.00289,1.15567,0.460269
400.392,0.948593,0.0847993,6,63,0,49.6238,47.0148,17.6244,1.24505,1.24126,0.74785,0.766938,1.10908,0.951135,0.716877,1.12545,0.945525,0.986613,0.931674,1.06615,0.680519,1.09075,0.923612,0.946181,0.841171,1.47661,1.00634,1.2131,0.976039,0.717696,1.04147,0.966056,1.01014,0.930219,1.35177,0.672934,0.822456,1.07301,0.768556,0.789914,1.3852,1.03985,1.18924,0.832363,1.24462,0.704461,1.09254,1.07126,0.645607,0.723742,1.29471,0.807021,1.07465,1.00585,0.886823,0.662614
409.082,0.820492,0.0847993,6,63,0,55.5746,53.657,17.4643,0.884981,0.881182,0.656655,1.00513,0.878821,1.09391,0.895253,1.11022,0.984425,0.96012,1.20352,0.899757,1.06723,1.26929,0.994438,1.25881,1.18546,1.30665,1.0032,0.917696,1.15059,0.878567,1.17336,0.992153,1.00926,1.34395,1.15751,0.943477,1.07686,1.13994,1.09392,1.08125,1.23662,1.32339,0.966177,1.11464,1.58474,0.767621,0.995684,1.19775,0.996039,0.806056,1.94789,0.888322,1.08846,1.30345,1.20376,0.539953
406.542,0.989476,0.0847993,6,63,0,62.796,63.9575,21.7689,1.07378,0.957162,0.702847,0.898547,1.02423,0.930251,0.816776,1.05731,0.915524,0.970699,0.874595,0.846154,0.747271,1.03088,0.975366,0.973846,0.853932,1.38518,0.939664,0.936973,0.948322,0.73063,1.07362,1.05331,0.979944,1.03004,1.24539,0.681676,0.912217,1.02864,0.815782,0.771521,1.31856,1.14313,1.26484,0.891705,1.18066,0.81466,1.00948,1.05772,0.921911,0.80053,1.03263,0.72648,1.00765,0.872927,0.813895,0.72185
399.096,0.883826,0.0847993,5,31,0,62.7112,55.5822,16.2374,0.733076,0.659806,0.588086,0.696485,0.770194,0.923626,0.645715,1.09203,1.06809,0.88806,1.15764,1.132,0.606928,1.37555,0.779466,0.944639,0.879522,1.1893,0.978515,0.888204,0.999357,0.718217,1.14337,0.898202,0.994622,1.15429,0.895668,0.62487,1.45251,0.975174,0.977109,0.920041,1.30192,1.00457,1.08471,1.04876,1.37786,0.564611,1.24304,1.34053,1.31002,1.29685,1.2726,0.978375,1.04894,1.03666,1.03691,0.670319
398.958,0.849122,0.0847993,6,63,0,53.4109,64.0318,18.8683,1.026,0.771353,0.684178,1.36478,0.825226,1.09544,0.760048,1.00687,1.06445,0.962115,0.672903,0.984197,0.894415,1.23578,1.09152,0.99176,1.23857,1.15892,1.19415,0.766762,0.962228,0.65347,1.09054,0.96007,0.760543,0.776749,1.18284,0.870781,1.01627,0.932078,0.88583,0.839373,1.08947,1.50767,0.853918,0.926552,1.12751,0.780722,1.11507,1.00652,0.953623,0.967445,1.19551,0.935754,1.03803,0.901921,1.0745,0.551705
401.38,0.999077,0.0847993,6,63,0,54.4285,51.46,16.7617,0.81786,0.797187,0.592662,0.691443,0.94149,0.909526,0.704366,1.4356,1.04933,0.849298,1.08456,1.33974,0.975937,1.20011,1.0176,1.18771,0.88739,1.37868,1.00887,0.940124,0.926218,0.840944,1.09687,0.950322,0.930853,0.826207,1.1898,0.940975,0.92391,1.15805,0.994028,0.95634,1.23391,0.886708,1.03889,0.894539,1.17374,0.766735,0.976389,1.10443,0.87236,1.20639,2.00233,0.803909,1.00279,1.21875,0.972851,0.741931
402.447,0.920634,0.0847993,6,63,0,52.6275,46.0816,15.5793,0.849507,0.869025,0.542268,0.773855,0.995693,0.865322,0.698061,1.24194,1.04128,0.903402,0.945767,1.24357,0.924098,1.27563,1.02602,1.04157,0.986981,1.38395,1.24649,1.03645,0.994724,0.889652,0.930603,0.963516,0.99712,1.09084,1.20147,0.914622,1.06681,1.05739,1.02316,1.00993,1.35512,0.822582,1.08413,0.947198,1.16363,0.937607,1.06024,1.09908,0.86167,1.36804,1.77508,0.824628,1.15671,1.29065,1.00129,0.709143
412.046,0.991283,0.0847993,6,63,0,50.89,48.876,17.352,0.896877,0.742265,0.613955,0.96524,0.940629,1.02361,0.799229,0.908523,0.880113,0.97999,0.935037,0.982783,0.86852,1.26498,1.02496,1.25238,0.978664,1.35409,0.936948,0.944731,1.05079,0.883717,1.22256,0.903062,1.0361,0.96643,1.22791,0.993065,1.18444,0.999139,1.35105,0.901289,1.43862,1.29605,0.997421,1.00093,1.40578,0.771189,0.958045,1.1292,0.875666,0.833176,1.22433,0.989407,0.931543,1.05547,0.974358,0.666879
401.887,0.985878,0.0847993,5,31,0,56.5362,50.8881,19.3563,0.813468,0.791999,0.560424,0.820595,0.741926,1.03548,0.78132,1.18183,1.01602,1.20709,1.18962,0.773069,0.769241,1.27449,1.00085,1.21164,0.864417,1.3484,1.24978,0.816505,1.14527,0.866588,1.13222,0.819584,1.3439,1.18714,0.980205,0.704193,1.16448,1.02309,1.04989,0.980232,1.35238,0.943525,0.784848,0.96986,1.18091,0.682185,0.664364,1.385,0.90894,0.817973,1.32307,0.810648,1.02314,1.23078,0.86788,0.569395
407.699,0.958582,0.0847993,6,63,0,47.2791,54.7712,17.0156,0.780349,0.621238,0.561056,0.99369,1.0638,1.09101,0.781929,1.13473,0.826033,1.0046,1.08971,1.27287,0.96316,1.15526,1.02276,1.22723,1.13007,1.2826,0.869966,0.886573,0.945447,0.742194,1.02439,0.878326,0.932191,1.09193,1.12663,0.856928,1.11546,0.895948,1.10772,1.00796,1.28604,1.29288,1.08333,0.969904,1.16151,0.751986,1.28813,1.12045,1.25287,1.07195,1.19447,0.844922,0.966935,0.865121,1.07286,0.643218
409.636,0.953536,0.0847993,6,63,0,54.9942,53.581,17.7488,0.89396,0.803959,0.610672,0.929214,0.915754,0.95148,0.728624,0.862725,1.04847,1.07436,0.862599,1.29924,0.824583,1.27976,0.950606,1.03056,0.812323,1.25016,1.19966,0.960735,0.998065,0.760241,0.969271,0.786299,1.04056,0.975686,1.37703,0.766082,0.987042,0.970069,0.934753,0.726777,1.25138,1.19576,1.00768,0.927065,1.42708,0.76311,0.885558,1.2671,1.04257,1.09762,1.41421,0.76552,1.02216,1.13989,0.855116,0.605105
404.733,0.996461,0.0847993,6,63,0,52.1438,53.6409,15.5947,1.00437,0.886351,0.694451,0.767748,0.912862,0.90576,0.876767,0.825049,0.757853,1.01869,0.795079,1.26544,0.838591,1.04995,0.918667,1.06045,0.907744,1.46481,1.1815,0.896366,0.84622,0.816611,0.801194,0.690976,1.01127,0.919836,1.19146,0.854968,1.05346,0.859891,0.954766,0.735206,1.37452,1.09318,1.10334,1.01783,1.40192,0.630558,0.899908,1.28211,1.03673,1.19756,1.53224,0.968873,1.10752,1.0267,0.814683,0.787952
400.096,0.951495,0.0847993,5,31,0,51.8565,53.8184,14.9296,1.04027,0.880231,0.697488,0.774781,0.953003,0.819048,0.837483,0.849183,0.752177,1.10833,0.920814,1.03601,0.86899,1.0565,0.898701,1.01626,0.746127,1.48548,1.1695,0.860166,0.821992,0.863443,0.70167,0.774644,1.00739,0.791692,1.02451,0.895082,0.988499,0.873777,0.975499,0.742346,1.3887,1.45273,1.15424,0.911244,1.47736,0.550229,0.764151,1.38142,1.07306,1.12617,1.55325,0.949301,0.959474,0.992045,0.824178,0.86589
399.942,0.90914,0.0847993,6,63,0,50.7336,44.6243,14.2432,1.06632,0.998948,0.784657,0.983654,0.935488,0.83436,0.750871,0.866647,1.0313,0.937222,0.840186,0.86921,0.825102,1.2346,0.648292,0.838098,0.785108,1.29573,0.814726,1.16423,1.00635,0.848378,0.84992,0.852917,1.01765,1.21653,1.04632,0.782465,1.08894,0.762576,0.841991,0.76938,1.42349,1.04198,1.27785,0.992222,1.60212,0.616617,1.08027,1.31551,1.15297,0.973832,1.49675,0.83902,0.879631,1.03774,0.964632,0.680814
392.954,0.936414,0.0847993,6,63,0,62.9952,57.1739,21.6399,0.771886,0.797369,0.60405,1.0713,0.825059,1.0463,0.745149,1.55186,1.13948,0.865241,0.796853,1.13706,0.995711,1.17535,1.34476,1.34301,1.1234,1.28076,0.989153,0.882659,1.17842,0.801736,1.39807,0.926365,0.88511,1.01825,1.27252,0.87375,0.958643,1.51289,1.06136,1.09833,1.30741,0.982594,0.905756,1.00762,1.17646,0.853149,1.26276,1.05097,1.21652,0.826639,1.18812,0.599686,1.26536,1.17013,1.11208,0.557568
393.853,0.966893,0.0847993,6,63,0,48.6936,50.6333,14.7533,1.0014,0.950006,0.748084,0.925748,1.02635,0.943454,0.755108,0.888483,1.06887,0.894503,0.848603,0.813372,0.955852,1.4433,0.796522,1.05307,0.773154,1.35418,0.738584,1.1313,0.909044,0.809823,0.809695,0.730788,0.961332,1.06457,1.09509,0.850199,1.05662,0.755152,0.786849,0.723756,1.3216,1.33515,1.33351,0.865585,1.38532,0.592502,1.12046,1.09602,1.30281,0.874108,1.38254,0.792659,0.96721,0.962602,0.892576,0.666183
396.261,0.930649,0.0847993,6,63,0,53.4511,48.4447,18.2226,0.908031,0.840633,0.640088,0.8782,0.801296,1.05554,0.790897,1.15263,1.31549,1.05226,0.855933,0.970142,0.89477,1.12753,1.28268,1.21526,1.23754,1.15082,1.15527,0.875986,1.23754,0.837711,1.59662,0.940849,1.04996,1.16375,1.25158,0.833316,0.948292,1.44583,1.08147,1.20896,1.45953,1.08367,0.869867,1.06671,1.19396,0.857285,1.04998,1.13331,1.10474,1.13352,1.22701,0.692402,1.2011,1.09461,1.2459,0.584964
391.633,0.919936,0.0847993,5,31,0,49.1216,47.8683,17.1287,0.965554,0.832738,0.644467,0.810891,0.727034,1.04938,0.793444,1.43232,1.27,1.00295,1.2405,1.16097,0.82318,0.918315,1.36768,0.89672,1.32682,1.26137,1.29132,0.848595,1.03819,0.896531,1.50024,1.19021,1.09177,1.23023,1.3657,0.875455,0.85702,1.3228,1.00293,1.25022,1.15466,1.13211,0.788779,0.904237,1.23171,0.709008,1.09609,1.16084,1.07412,1.31117,1.05423,0.802842,1.39389,1.06979,1.16533,0.673078
396.357,0.996011,0.0847993,6,63,0,49.8851,46.1643,14.9241,0.877161,0.771139,0.576559,0.829757,0.85258,0.84761,0.716618,1.4338,1.21384,0.858355,1.03844,1.08,0.759213,0.95521,1.20465,1.04003,1.02798,1.39022,0.987132,0.864102,0.93634,0.731596,1.42418,1.17358,0.983997,1.28158,1.23432,0.756081,0.902598,1.39716,0.85364,1.11477,1.55094,0.963398,0.795496,0.947485,1.4455,0.541487,1.35081,1.11007,1.10048,0.899573,1.29073,0.753622,1.31548,1.10374,1.01921,0.613507
402.107,0.976495,0.0847993,6,63,0,74.5944,69.9749,23.186,0.857542,0.849062,0.685009,0.95807,0.859982,0.898579,0.612658,0.885206,0.769342,1.06873,0.85339,1.05887,0.83805,1.0381,1.03374,1.22446,0.794078,1.22041,1.23689,0.938844,0.944904,0.743704,0.913029,0.661313,1.14774,0.97743,0.98801,0.834399,0.991843,1.03435,1.10787,0.877686,1.15538,1.39226,1.04298,0.846757,1.25255,0.798139,0.740932,1.26576,0.930449,1.09216,1.24559,0.667944,0.948429,0.984312,1.00274,0.563979
407.757,0.946376,0.0847993,6,63,0,46.1853,43.9205,14.46,1.12778,1.05564,0.791127,0.731605,0.915873,1.17656,0.892106,1.33902,1.37267,0.81096,1.03793,0.972173,1.02325,1.27437,1.02708,1.02375,1.01395,1.41386,0.848723,0.978885,1.24005,0.888401,1.20228,1.20849,0.866992,1.20001,0.996948,0.954966,0.976697,1.14388,0.983108,0.895015,1.30466,1.037,1.1339,1.18891,1.38402,0.857155,1.67694,1.01282,1.10552,0.932593,1.55122,0.925332,1.13889,1.0112,1.18325,0.757373
406.103,0.973548,0.0847993,6,63,0,50.3666,53.1136,17.0133,1.05764,0.859278,0.713828,1.02927,0.98517,1.08819,0.831267,1.02295,0.955206,1.07315,0.740122,0.895962,0.715372,1.20721,0.777717,1.1398,0.965282,1.38531,1.33073,0.936894,1.10387,0.810123,1.02955,0.840675,1.0378,0.820003,1.14315,0.730603,1.1384,0.824284,0.99161,0.859487,1.46401,1.33491,0.978943,1.05252,1.3067,0.563746,0.773598,1.19302,0.805046,0.959807,1.03217,0.861121,0.832281,0.886071,0.812426,0.755403
407.465,0.974409,0.0847993,6,63,0,60.6212,50.9687,18.3916,0.973688,0.878972,0.724608,0.805788,0.777851,0.925425,0.670079,1.21423,0.915217,0.889353,0.850389,0.934192,0.78601,1.25292,0.901521,1.04178,1.0064,1.36038,0.923087,0.979478,1.15276,0.798269,1.26745,0.758572,0.979046,1.02142,1.12223,0.907563,1.11101,1.1866,1.09602,1.06271,1.59859,1.30438,1.00468,0.959039,1.30665,0.484185,1.22107,0.988089,1.02855,0.971242,1.30468,0.758403,1.04305,1.03455,1.14243,0.524255
401.216,0.930809,0.0847993,6,63,0,72.6987,68.9677,22.6438,0.832923,0.779366,0.574887,0.843458,0.972001,0.855098,0.776214,1.04975,1.16194,0.850557,0.975844,1.05919,0.820645,0.850432,0.915314,1.11507,0.902768,1.25046,1.14074,1.03839,0.992551,0.841809,1.29385,1.54265,0.880192,1.27056,1.08273,0.889955,0.715468,0.889992,1.03103,0.834529,1.16322,1.0413,1.20584,0.865514,1.54882,0.892009,1.10608,0.983717,1.03099,0.977467,1.38712,0.70337,1.0118,1.02767,0.974287,0.650505
408.332,0.889376,0.0847993,6,63,0,52.8068,52.5716,16.2372,1.00847,0.880192,0.790313,0.778622,0.93543,1.03871,0.71406,1.06258,0.72836,0.859142,0.929779,0.980495,0.802212,1.3318,1.00275,0.884103,1.02214,1.43993,0.933497,0.96064,1.03989,0.741347,0.889954,0.755937,0.899098,0.915915,0.981622,0.792779,1.13719,1.15942,0.910792,0.903496,1.49718,1.04775,1.1643,1.15145,1.32201,0.497258,1.02011,1.15661,0.973676,0.942166,1.12709,0.895575,1.18419,0.839444,0.940704,0.675135
408.661,0.997722,0.0847993,6,63,0,56.4733,55.7921,18.0664,0.810329,0.710933,0.625677,1.0894,0.936638,0.854885,0.860981,1.38296,1.1829,0.918954,1.11183,0.991602,1.02724,1.06269,0.940744,1.26868,0.938929,1.22589,1.08541,1.03242,0.889838,0.785592,1.24366,1.20245,0.958438,1.10018,1.01162,0.922527,0.821818,0.904407,1.23368,0.95991,1.22426,1.06931,1.0257,0.826515,1.35543,0.721446,1.31907,1.07283,1.14804,1.22703,1.49452,0.64358,1.01273,1.17734,0.858385,0.541813
407.918,0.94487,0.0847993,6,63,0,49.6216,45.8711,16.0503,1.09523,1.00431,0.766027,0.689497,1.12207,1.03436,0.735303,0.91698,0.923424,0.964378,1.21809,0.997253,0.853921,0.947923,0.815848,1.25521,0.878827,1.49313,0.913101,1.18652,1.17861,0.831468,0.869395,0.910042,1.14726,1.31614,1.24239,0.852074,0.844263,0.849457,1.17338,0.801005,1.48194,1.01384,1.14701,0.98427,1.22505,0.682819,0.993769,1.14802,1.2553,0.813909,1.3068,0.690235,0.745028,1.09147,0.871122,0.702516
404.749,0.981103,0.0847993,6,63,0,55.5347,48.3264,17.7268,1.07446,0.993397,0.764796,0.794597,0.934232,0.97742,0.707269,0.993753,1.12255,1.01866,1.06921,1.21312,0.840141,0.914026,0.687537,1.23554,0.741204,1.4682,0.97826,1.07497,1.14209,0.908845,1.1273,0.830744,1.12985,1.13326,1.33664,1.03904,0.855517,0.90145,1.20712,0.863482,1.55683,1.13499,1.01997,0.927596,1.21123,0.69926,1.21404,1.16031,0.929093,0.913433,1.20717,0.73761,0.7754,1.0508,0.971127,0.627266
403.025,0.910133,0.0847993,5,31,0,55.6759,50.7389,18.4545,1.17151,0.913833,0.724614,0.733154,0.987308,0.973028,0.847501,1.137,1.10022,0.956034,0.91187,1.23009,0.755189,0.906314,0.84331,1.22422,0.828596,1.2957,1.09789,1.10416,1.1332,0.880523,1.50449,0.975334,1.0611,1.21521,1.1839,0.782346,0.992439,0.808649,1.38786,0.909494,1.52864,0.946899,0.952255,1.02084,1.44033,0.674312,1.25693,1.12444,1.10957,0.74079,1.30202,0.580179,0.77676,1.19679,0.854647,0.70351
401.682,0.998329,0.0847993,6,63,0,56.6242,41.7253,16.6846,0.834137,0.891626,0.615974,0.879464,0.76875,0.882405,0.850772,1.13728,0.90415,0.917753,1.16928,0.742851,0.948574,0.843855,0.952795,1.07128,0.979261,1.57422,1.0139,1.00484,1.21075,1.09911,0.973174,1.15213,1.27264,1.14797,1.1654,0.963591,0.827076,1.28312,1.07357,1.0194,1.78088,1.27241,0.99047,0.932183,1.62346,0.566566,1.00676,1.1439,1.25972,1.14987,1.30104,0.774021,1.07435,1.0884,0.984952,0.684521
406.031,0.80058,0.0847993,6,63,0,63.6239,53.0713,17.8078,0.967659,0.815619,0.646948,0.732309,0.973148,0.88172,0.778857,0.829418,0.966509,0.888462,0.927767,1.12609,0.752855,0.901581,0.916546,1.02177,0.857041,1.06857,1.28621,1.16858,1.05319,0.938035,0.794594,1.2707,1.09726,1.16723,0.963759,0.903574,0.916318,0.959531,1.18298,1.02384,1.32291,1.13125,1.11092,1.03327,1.52534,0.68409,1.05599,1.24617,1.29144,1.20548,1.58046,0.755761,1.06291,1.03268,0.985858,0.556375
402.987,0.650303,0.0847993,6,63,0,45.6006,53.7744,17.7981,0.828278,0.71691,0.561995,1.00524,1.1447,1.04606,0.903876,1.36835,1.03927,1.04219,1.12598,0.894786,1.07801,1.58979,0.976179,1.33679,1.06683,1.50984,0.974044,1.00851,0.917685,0.804808,1.417,0.810365,0.964455,0.942813,1.21861,1.04189,1.09218,0.862899,1.19773,0.975284,1.40589,1.3168,1.01512,0.873167,1.36312,0.71009,1.07673,1.10253,0.861069,0.788154,1.55608,0.875628,0.901173,1.09453,0.869144,0.701705
401.873,0.931675,0.0847993,6,63,0,51.5721,45.8747,19.365,0.921225,0.861996,0.710037,0.797844,0.987208,1.04315,0.814929,1.24919,0.806498,0.953174,1.02178,1.12588,0.761495,1.0114,1.00595,1.27643,0.93152,1.42273,1.12666,1.07654,1.16004,1.00457,1.21165,0.854289,1.04928,1.32094,0.911561,0.833504,0.819054,1.22491,1.27975,0.846367,1.53678,0.857116,0.881175,0.875886,1.21086,0.81658,0.713801,0.918025,1.11303,1.03269,1.13499,0.6023,0.854395,0.972872,0.853595,0.569815
407.359,0.648775,0.0847993,6,63,0,48.7274,45.2957,13.9089,1.30268,1.17086,0.878631,0.888641,0.843027,1.00838,0.813594,1.13514,1.04656,0.860525,0.982775,0.96895,0.829664,1.18336,0.98657,1.05794,1.15805,1.25408,0.877859,0.913293,1.13559,0.794052,1.07875,0.87319,0.949561,0.891716,1.37419,0.939988,1.05641,1.02926,1.07284,1.03265,1.2972,1.2825,1.12445,1.25497,1.53404,0.541698,1.25609,1.21529,0.930424,0.904481,1.37632,0.802983,1.05764,1.13132,1.18401,0.730796
