lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,n_divergent__,alpha.1,alpha.2,alpha.3,beta_teleph.1,beta_teleph.2,beta_teleph.3,beta_pollster.1.1,beta_pollster.2.1,beta_pollster.3.1,beta_pollster.4.1,beta_pollster.5.1,beta_pollster.6.1,beta_pollster.7.1,beta_pollster.8.1,beta_pollster.9.1,beta_pollster.10.1,beta_pollster.11.1,beta_pollster.12.1,beta_pollster.13.1,beta_pollster.14.1,beta_pollster.15.1,beta_pollster.1.2,beta_pollster.2.2,beta_pollster.3.2,beta_pollster.4.2,beta_pollster.5.2,beta_pollster.6.2,beta_pollster.7.2,beta_pollster.8.2,beta_pollster.9.2,beta_pollster.10.2,beta_pollster.11.2,beta_pollster.12.2,beta_pollster.13.2,beta_pollster.14.2,beta_pollster.15.2,beta_pollster.1.3,beta_pollster.2.3,beta_pollster.3.3,beta_pollster.4.3,beta_pollster.5.3,beta_pollster.6.3,beta_pollster.7.3,beta_pollster.8.3,beta_pollster.9.3,beta_pollster.10.3,beta_pollster.11.3,beta_pollster.12.3,beta_pollster.13.3,beta_pollster.14.3,beta_pollster.15.3
# Adaptation terminated
# Step size = 0.0847993
# Diagonal elements of inverse mass matrix:
# 0.0164925, 0.0155722, 0.0184936, 0.0191897, 0.0186961, 0.0216238, 0.0193899, 0.022511, 0.0299315, 0.0151438, 0.0158012, 0.0176628, 0.0123726, 0.0133121, 0.014207, 0.0165363, 0.0149791, 0.0175468, 0.0268649, 0.0258168, 0.0248226, 0.0257524, 0.0209824, 0.0307575, 0.0141648, 0.0143169, 0.0152685, 0.0247033, 0.0245835, 0.0335831, 0.022352, 0.0223039, 0.0238628, 0.014571, 0.0171436, 0.0175847, 0.0151283, 0.0169377, 0.0179379, 0.0152245, 0.0165118, 0.0184811, 0.0176294, 0.0171105, 0.0192298, 0.0188337, 0.0203351, 0.0210394, 0.0180352, 0.0203927, 0.0173731
393.908,0.89887,0.0847993,6,63,0,54.1738,48.8566,19.534,1.06994,0.937996,0.831078,0.943255,0.973898,1.00713,0.780427,1.34617,0.668244,0.896032,1.10031,1.00791,1.09573,0.824586,0.912073,1.1345,0.997406,1.09683,1.14619,1.13912,1.13784,0.891058,1.16224,0.999962,0.982381,1.36994,1.03417,1.14332,0.826728,1.03001,1.09139,1.02255,1.19348,1.12352,0.97791,0.831431,1.25545,0.483153,0.677963,0.864875,1.2358,1.15996,1.28569,0.624872,0.779262,0.928025,0.722607,0.385555
403.166,0.864178,0.0847993,5,31,0,58.6433,45.5375,15.9218,1.00492,0.971087,0.854342,0.7864,0.845483,0.893484,0.809089,0.991108,1.03835,0.880828,1.08977,0.961631,0.739832,0.979191,0.974125,1.0826,0.878388,1.01073,1.34337,1.11454,1.13722,1.00478,1.27762,0.732097,1.08005,1.21389,1.34657,0.903883,1.00773,1.12104,1.07551,0.962269,1.14253,1.32177,1.08424,0.970356,1.40209,0.584813,0.957436,1.15709,1.06257,0.935139,1.41631,0.5393,1.18138,0.904243,1.06375,0.53217
406.706,0.842745,0.0847993,6,63,0,41.9192,49.126,15.2917,1.06043,0.887265,0.627423,0.774653,1.07666,1.11885,0.806476,1.07499,1.43613,1.08512,0.991852,0.945883,0.916073,1.43281,1.14202,1.14556,1.05699,1.52118,0.985102,0.88506,0.981193,0.681809,0.945379,0.834449,0.876261,0.777532,1.01327,0.792604,1.05188,0.94134,0.838031,0.879644,1.29475,0.969827,1.05869,1.03142,1.29539,0.796858,1.09123,1.08225,0.987393,0.805509,1.56441,0.843109,0.98516,1.12035,1.13791,0.788522
403.038,0.681145,0.0847993,6,63,0,44.0645,42.6366,13.7982,1.03731,0.878734,0.739959,1.00143,1.05965,1.20698,0.844215,1.10195,1.07377,0.883598,0.943485,0.923772,0.929809,1.1255,0.831078,1.14836,1.08715,1.27303,0.869877,1.1583,1.19512,0.885898,1.09402,1.32947,0.923362,1.19375,0.734115,0.937636,0.981302,0.802706,0.981545,1.10935,1.34109,1.30862,1.30601,1.15107,1.53932,0.699053,1.19421,1.01259,0.94687,1.02464,1.35348,0.90069,0.935641,0.997957,1.00351,0.542166
407.029,0.969016,0.0847993,5,31,0,46.3312,46.4819,15.5994,1.11071,0.995525,0.711918,0.906476,0.983479,1.03687,0.909445,1.31107,1.46832,0.953585,1.05609,0.671677,0.834443,1.37269,1.08021,1.19759,1.12031,1.31484,0.985738,0.960324,0.965992,0.854662,1.19881,1.02233,0.964224,1.03948,0.931825,0.801461,1.20883,1.03939,0.991443,0.936746,1.21027,1.20321,0.979691,0.954115,1.30691,0.614249,1.06864,1.03492,1.11176,1.00931,1.25412,0.883344,0.917498,1.07669,1.04057,0.720106
405.215,0.986631,0.0847993,6,63,0,61.7858,62.863,17.33,0.799473,0.700082,0.635672,0.818677,0.968447,1.13783,0.700505,1.14242,0.844692,1.06202,1.06148,1.06661,1.13587,0.898251,0.919909,1.08017,0.978544,1.54652,0.945523,0.949725,1.12847,0.681673,0.975082,0.779516,0.934833,1.04623,1.04075,1.02917,0.818695,0.933547,0.992595,0.91989,1.42932,1.10498,1.15884,1.18001,1.42917,0.762134,1.03312,1.21599,0.908776,0.76603,1.54384,0.745288,1.05099,0.935218,1.07438,0.696965
404.446,0.958259,0.0847993,6,63,0,54.3268,52.9048,16.2454,1.06475,0.962919,0.662217,0.928733,0.839793,0.882945,0.689147,1.45087,1.02985,0.951522,0.91162,0.777491,0.927409,1.22389,0.918502,0.993949,0.651801,1.47332,1.05198,0.973783,0.90566,0.704564,1.53861,0.950031,1.02049,1.03238,0.879696,0.907857,1.12075,0.979678,0.907386,0.7145,1.56048,1.01112,1.10326,0.838909,1.23579,0.795228,1.10854,1.14577,1.24071,0.989557,1.76071,0.846951,1.00611,1.25042,0.750626,0.791899
400.325,0.930817,0.0847993,6,63,0,59.6086,65.6715,19.7827,0.916674,0.784936,0.676314,0.859727,0.923408,0.829414,0.994914,0.936639,1.06896,0.946006,1.03067,1.14387,0.993236,1.11568,1.24366,1.0379,1.17632,1.27131,1.03249,0.899235,0.790023,0.930699,0.779975,1.04746,0.912252,0.913117,1.07849,0.89611,0.996787,1.0527,0.987244,1.20024,1.21367,1.38465,0.982774,0.77469,1.65911,0.576791,1.14551,1.00864,0.798966,0.867154,1.58584,0.765545,1.23431,0.732805,1.287,0.452289
401.543,0.977154,0.0847993,6,63,0,49.3127,46.5465,13.0951,0.90764,0.794573,0.684466,0.958482,0.844906,1.16626,0.578055,1.09793,0.872472,0.872544,0.981809,0.908644,0.799637,1.01842,0.87476,1.12948,0.765056,1.46638,1.12101,1.07167,1.27647,0.65455,1.27141,0.897793,0.902759,1.08958,0.930172,0.860522,0.980116,0.875478,1.08035,0.748976,1.61783,1.09902,1.23358,1.21809,1.18242,0.675538,1.01086,1.25485,0.973396,0.892642,1.12455,0.879398,1.00215,1.17757,0.872074,0.662823
401.546,0.959698,0.0847993,6,63,0,48.9821,50.8396,16.4301,1.36611,1.33861,0.878655,0.905082,0.850585,0.880276,1.02536,1.07702,1.37253,1.02253,0.934461,0.942138,0.97517,1.11491,1.23807,0.967912,1.12313,1.50835,0.973988,0.903508,0.86183,1.03428,0.970926,1.01847,1.0133,1.03793,1.29279,0.743203,0.919903,1.1194,0.847502,0.877722,1.28555,1.14529,0.988718,0.915649,1.63511,0.715534,1.39549,1.08429,1.32365,1.17944,1.33478,0.811356,1.08178,1.08672,1.03092,0.62507
404.228,0.986837,0.0847993,6,63,0,56.4296,53.7653,17.5458,0.911295,0.812307,0.823192,0.77716,1.05647,0.964883,0.668763,1.13476,0.95498,0.858992,0.95086,1.0382,1.04926,1.06644,1.00162,0.97753,0.862031,1.40007,0.912521,1.14884,1.00744,0.715577,1.19562,0.942787,0.904867,1.12278,0.844164,1.14555,1.06837,1.1113,0.915982,0.797095,1.46379,0.990038,1.21524,0.943057,1.08469,0.540044,0.923201,1.17868,0.74227,0.758795,1.38384,0.763201,1.02135,0.832848,0.989132,0.523258
398.711,0.992999,0.0847993,6,63,0,60.8915,62.5865,18.8295,0.863016,0.829064,0.63352,0.888765,1.11357,1.02446,0.774237,1.18159,1.15901,1.00911,0.832221,0.839676,1.01938,0.934005,1.10641,1.36616,1.12553,0.939216,0.947237,1.08004,1.01279,0.759113,1.13153,0.937007,0.973359,0.791871,1.16174,0.977987,0.804524,1.07988,1.105,0.884582,0.861478,1.25351,0.973402,0.942662,1.18643,0.903825,1.43144,1.2533,1.03958,0.930765,1.7079,0.64353,1.23715,1.24996,0.858134,0.507509
393.983,0.9034,0.0847993,6,63,0,56.2236,58.1102,17.9009,1.01298,0.859767,0.781548,0.863048,0.806993,0.849061,0.767344,1.26483,1.1284,0.975081,1.17125,1.10189,0.70149,1.16165,0.766097,0.765753,0.991083,1.87742,0.936187,0.869818,0.897582,0.80474,1.17334,1.11023,0.965444,1.17377,0.679834,0.727226,1.12488,0.732964,0.726844,0.91429,1.8632,1.0095,0.878996,0.994896,1.28101,0.514799,0.994178,1.10156,1.01431,0.868571,1.08207,0.820899,0.919876,0.704698,0.984083,0.688984
400.567,0.953902,0.0847993,6,63,0,45.5815,47.3267,14.9415,1.10461,0.999766,0.648478,0.914398,0.942681,1.07175,0.789139,1.32399,0.92799,1.08949,0.718333,1.11402,0.913779,1.08772,1.17934,1.42019,1.00722,0.938625,1.14794,0.967614,1.02099,0.794705,0.987153,0.706422,1.112,0.876056,0.993546,0.912594,0.867703,1.21619,1.36365,0.885787,0.93309,1.24626,1.05601,1.07474,1.31789,0.657355,1.14793,1.20371,1.2028,1.09072,1.63235,0.881831,1.35189,1.57285,0.939023,0.520744
400.784,0.99241,0.0847993,6,63,0,47.8288,48.6871,15.0425,1.02187,0.923108,0.704677,0.882811,0.950197,1.06498,0.848199,1.39615,0.851393,1.05174,0.701593,1.15345,0.932984,1.04882,1.2559,1.4852,0.941751,1.01893,1.24068,0.966432,1.09555,0.829515,1.02637,0.705264,1.08252,0.817129,0.943341,0.919475,0.922975,1.07931,1.36021,0.866904,0.968846,1.3243,1.0314,1.08556,1.41597,0.631613,1.11327,1.24705,1.12641,1.18518,1.80672,0.879541,1.37198,1.60323,0.934493,0.547182
401.977,0.937007,0.0847993,6,63,0,67.0429,63.4747,20.109,0.91659,0.774462,0.680624,0.760381,0.915749,0.853195,0.697349,1.06299,1.24036,0.820022,1.16066,1.04127,0.91769,1.06906,0.888851,0.728508,1.06073,1.6784,0.933742,0.896698,0.956358,0.735812,1.03843,1.20408,0.896934,1.41112,0.977793,0.98024,1.12342,0.883512,0.737812,1.03203,1.92103,1.01279,1.05106,0.901866,1.18504,0.566184,0.93317,0.975611,1.04103,0.757346,1.48415,0.838392,0.956745,0.67093,0.851001,0.663947
403.492,0.736188,0.0847993,6,63,0,47.7416,47.5426,15.1539,1.12898,0.999709,0.715418,0.94885,1.02815,1.04248,0.854304,1.0422,0.834601,0.917071,0.806214,0.892365,0.721568,1.02925,1.23219,1.31955,1.0151,1.11267,1.01557,1.1024,1.06887,0.940627,1.32587,0.828303,0.938944,0.795033,1.07521,0.829555,0.843616,1.27855,1.22549,1.07557,1.05892,1.26536,1.09259,1.02831,1.24883,0.822017,1.09468,1.11666,0.814277,1.1742,1.25222,0.771629,1.19688,1.37579,1.00075,0.53589
406.617,0.923335,0.0847993,6,63,0,58.3202,55.3788,16.4687,0.927152,0.798482,0.73689,0.784279,0.837091,1.01262,0.723223,0.976099,0.945208,0.956321,0.852241,1.11379,1.01096,1.19564,0.730003,0.971374,0.841236,1.25223,1.04746,0.910869,1.12629,0.766565,0.995744,1.18608,1.03736,1.23297,0.922879,1.14449,1.06453,0.768933,0.903365,0.973841,1.44628,1.19536,0.907924,1.16117,1.4523,0.603846,1.15841,1.24416,1.14596,0.769875,1.53536,0.822738,0.969148,0.878021,0.928215,0.678748
403.113,0.981919,0.0847993,6,63,0,47.89,46.8031,18.1904,1.09073,1.00921,0.671895,1.10314,0.822858,1.11869,0.859502,1.125,1.26878,1.05912,1.13271,0.746855,0.845971,1.15529,1.0373,0.983037,0.816191,1.31348,1.20676,0.981299,1.22682,0.865457,1.13017,0.975598,1.12987,0.949418,1.08284,0.846099,0.93458,0.994885,0.844517,0.720584,1.41046,1.11653,0.994095,0.975258,1.34067,0.737403,1.1823,0.995807,1.13337,0.992112,1.53241,0.769198,0.821582,0.843266,0.767114,0.607468
401.033,0.942557,0.0847993,6,63,0,48.8871,46.8182,16.9044,1.24505,1.14021,0.763972,0.944387,0.924142,1.13669,0.898046,0.910604,1.20091,1.01108,1.13285,0.750624,0.873205,0.975224,0.883722,0.880156,0.892778,1.37533,1.01822,1.10227,1.16907,1.04207,0.944032,0.806839,1.05868,1.09952,1.02632,0.790581,0.935776,0.942053,0.810781,0.871912,1.14468,1.14887,1.11396,1.02641,1.34695,0.733141,1.20637,1.17552,1.18193,0.829396,1.27642,0.745167,0.798953,0.985526,0.862713,0.650224
388.718,0.946596,0.0847993,6,63,0,54.5046,54.4237,19.8693,0.621753,0.601339,0.479922,0.757822,1.10691,1.02784,0.743507,1.26459,0.933434,0.842804,0.871561,1.19098,1.09984,1.18934,1.26119,1.27957,1.1912,1.37997,0.866892,1.03808,1.07976,0.64658,1.23544,0.938401,0.877077,0.854436,1.10697,0.943009,1.12578,1.35351,1.08887,1.08502,1.38739,0.960735,1.21414,1.00692,0.810541,0.586301,0.822675,0.911193,0.803587,0.952995,1.39204,0.626952,1.0496,0.887145,0.964449,0.565295
397.831,0.999256,0.0847993,5,31,0,49.5005,50.3743,17.7422,0.689091,0.569766,0.54087,0.804819,0.950385,1.10962,0.661786,1.20756,0.996158,0.965163,0.8531,0.934828,0.924903,1.25722,1.07391,1.16947,0.9117,1.41269,0.93373,1.0071,1.05578,0.777279,1.04491,0.907326,0.913162,0.963724,1.01373,0.914916,1.19679,0.964829,1.19445,1.15765,1.40316,1.13826,1.09613,0.880055,1.129,0.634315,0.807529,0.933424,1.05282,1.03787,1.16928,0.780326,1.20527,0.986267,0.796044,0.577084
387.878,0.927982,0.0847993,6,63,0,59.7133,58.8149,17.6285,0.662982,0.696514,0.498198,0.88974,1.01532,0.906453,0.849357,0.989021,0.925625,0.757284,1.27112,1.14289,0.896696,1.30694,1.03579,1.34914,1.05943,1.51193,0.804794,0.959579,0.927577,0.731903,0.913447,0.745333,0.75451,0.803453,1.1764,0.811465,0.961772,1.1137,1.01507,0.707955,1.28669,1.41741,1.12305,1.04624,1.40584,0.608332,0.981228,1.03337,0.848247,0.86971,1.39811,0.840555,0.987691,0.927236,1.15197,0.662867
393.563,0.94412,0.0847993,6,63,0,41.3153,32.9227,12.264,1.14177,1.13847,0.903958,0.838672,0.825974,0.964502,0.803835,1.33402,0.9325,1.0379,1.26981,0.858482,0.907861,1.02782,0.856955,1.00504,0.664658,1.14991,0.955542,1.08753,1.22408,0.80449,1.2421,1.07716,1.3195,0.936859,1.1485,0.922721,0.957146,1.14789,0.966575,0.946684,1.16192,1.2208,0.969478,1.02208,1.11463,0.751064,1.04484,1.2345,0.961499,0.82943,1.33167,0.741214,1.09446,0.871495,1.1156,0.564504
401.115,0.997557,0.0847993,6,63,0,53.457,56.4982,17.0663,1.17978,0.944145,0.785615,1.03156,1.03484,1.19059,0.787658,0.877951,1.34132,0.869996,0.72907,1.09355,0.914739,1.26057,0.868615,1.07502,0.819091,1.53052,1.27345,1.03359,1.1625,0.647025,1.02871,1.01976,0.851473,1.12655,1.10801,1.0008,1.12791,0.851697,1.04764,1.00262,1.67308,1.25644,1.16743,1.21955,1.25369,0.612626,1.13793,1.08103,1.06298,1.16935,1.43712,1.0071,1.042,1.16997,0.923655,0.673849
403.984,0.804554,0.0847993,6,63,0,51.3152,53.5042,18.1633,1.0041,0.787023,0.624585,0.637379,0.923641,0.970836,0.934357,1.25636,1.05016,1.18832,0.804968,0.9157,0.827438,0.904092,1.28126,0.987569,0.908208,1.10557,0.84753,0.903807,0.944989,0.829713,1.33393,0.836193,1.12178,1.06311,0.909441,0.869504,0.93873,1.35336,0.980716,0.766636,1.12604,0.894075,0.907754,0.872152,1.40615,0.813082,0.918974,1.19795,0.976122,0.9565,1.34955,0.744187,1.11633,0.901392,0.987882,0.459775
399.285,0.98155,0.0847993,6,63,0,60.9119,55.4233,17.6156,0.873735,0.774215,0.666238,1.1177,0.884201,0.953421,0.608828,0.91059,0.844382,0.846638,1.20943,1.04269,0.853762,1.23224,0.850052,1.13532,0.960974,1.65655,1.36013,0.966525,1.06815,0.802551,1.00442,1.02002,0.875339,0.844737,1.17982,0.981092,1.13895,0.935532,1.17029,0.879879,1.84656,1.1521,1.13444,1.08068,1.22676,0.657676,1.52417,1.03403,1.08566,1.17046,1.66617,0.89496,1.09101,1.02239,1.24822,0.693433
402.567,0.902229,0.0847993,6,63,0,50.216,53.4718,18.0311,1.0479,0.934262,0.71056,0.886709,1.02994,1.0326,0.867275,1.19388,0.882194,1.11073,1.04095,1.04088,0.892307,1.08099,1.31952,1.09307,0.846609,1.16,0.82118,1.01708,1.01477,0.887643,1.31471,0.811103,1.04493,0.704672,0.86528,0.718606,0.867548,1.06597,0.96138,0.86901,1.02961,0.796486,0.892716,0.947836,1.49769,0.675925,1.13817,1.16752,0.918582,0.682326,1.31086,0.756559,1.09073,0.903412,0.991304,0.478802
397.984,0.959062,0.0847993,6,63,0,52.9775,48.2104,15.8168,1.0726,0.958518,0.701849,1.09988,0.774338,1.00824,0.636905,0.889628,1.07703,0.881073,1.00637,1.13279,0.909588,1.21203,0.796158,1.07095,0.866255,1.57317,1.16285,1.11533,1.11774,0.791608,1.00529,1.26348,0.900088,1.00773,1.08327,0.991174,1.05453,0.86297,1.06927,0.911913,1.75894,1.00277,1.06028,1.02314,1.35218,0.647859,1.3481,1.00686,1.01663,1.21443,1.56449,0.960267,1.11863,1.23073,1.23433,0.805156
394.575,0.949409,0.0847993,6,63,0,52.4533,53.7677,18.7195,0.89085,0.831619,0.655936,0.791288,0.738459,1.02338,0.890265,1.3562,0.99871,1.19004,1.1166,0.703486,0.752542,1.33869,0.987836,0.997507,0.81197,1.4755,0.80007,0.83416,1.05652,0.749209,1.13722,0.833449,1.16632,1.13107,0.978572,0.786384,1.20838,0.871166,0.883334,0.788896,1.32249,1.4131,0.931981,0.902035,1.36522,0.687454,0.863453,1.17742,1.08891,0.705206,1.15791,0.989674,1.04306,0.771299,0.756366,0.504822
385.106,0.958312,0.0847993,6,63,0,46.176,50.4483,14.475,0.892313,0.681604,0.606609,0.918775,1.07156,0.929672,0.764562,1.06152,1.25245,0.758975,0.838979,1.22538,0.880652,0.771982,1.09279,1.29437,1.07909,1.1852,0.882127,1.08653,0.902617,0.707458,0.874485,1.05937,0.653126,0.869648,1.65677,1.07701,0.791571,1.07726,1.16293,1.17756,1.31801,1.47855,1.21443,0.965172,1.19381,0.645914,1.16141,0.955927,0.99317,0.973541,1.77761,0.848326,1.02752,1.10787,1.10766,0.723552
401.603,0.97111,0.0847993,6,63,0,60.52,63.603,20.3598,1.10663,1.12754,0.934665,0.896512,0.91607,1.04948,0.965897,1.20641,0.930516,1.12633,1.30478,0.980969,0.831078,1.31164,1.0574,0.985323,1.02814,1.60229,1.11814,0.944653,1.02775,0.856983,1.17501,0.890759,1.07533,1.22412,0.823703,0.770474,0.972501,0.957446,0.745471,0.936903,1.26343,0.927873,1.03584,0.97617,1.34836,0.636799,1.10731,1.35086,1.04358,1.06348,1.13137,0.570991,0.938896,0.786374,1.05951,0.531474
399.298,0.798833,0.0847993,6,63,0,48.3253,41.9191,15.5521,0.996266,0.937878,0.538771,0.851983,0.880023,0.936489,0.580948,0.951162,1.05992,0.749022,0.81296,1.19197,0.869536,1.17342,1.11743,1.08678,0.779399,1.22917,1.06234,0.898397,1.09135,0.733523,1.18731,0.924036,0.930043,0.86854,1.22038,0.790522,1.1503,1.23867,1.16804,0.854129,1.22353,1.11381,0.88148,0.905184,1.20297,0.712006,1.27964,0.929289,0.907383,0.833297,1.53408,0.967846,1.07531,1.39086,1.0523,0.691786
404.658,0.897162,0.0847993,6,63,0,50.8939,58.2081,16.6562,1.10614,0.918675,0.814525,0.950106,0.851909,0.971388,0.886581,1.39937,1.0339,1.01002,0.981798,0.827166,0.931024,1.117,1.22341,1.15358,0.973018,1.05353,0.978158,0.79303,0.949134,0.819929,1.08456,1.04893,0.899213,1.1925,0.847891,0.830312,1.01896,0.981131,1.0842,0.816289,0.920382,0.982341,0.989213,0.993745,1.33335,0.837161,0.844141,1.19743,1.18739,1.0759,1.32966,0.809174,1.26962,0.997378,0.807156,0.51114
404.093,0.990775,0.0847993,6,63,0,52.6605,55.0832,16.3181,0.990298,0.909856,0.717686,0.92886,0.874651,0.997444,0.81661,0.963045,0.903958,0.904102,1.05521,1.07667,0.907866,0.949543,1.22532,0.912707,1.03943,1.37032,0.953239,0.930718,0.994157,0.874666,0.78799,0.640686,0.819154,0.931628,1.14813,0.792458,0.796459,1.1824,0.859186,0.972421,1.38597,1.48027,1.17482,1.07429,1.29104,0.521942,1.22137,1.06899,0.93044,0.810941,1.41469,0.717103,1.32167,0.911125,1.17956,0.708102
404.957,0.932314,0.0847993,6,63,0,64.9747,61.3741,20.8383,0.851612,0.778121,0.505027,0.778453,1.00977,1.00487,0.712141,0.926532,1.0096,0.844968,1.01781,0.773627,0.749742,0.997121,1.02733,1.16065,1.08824,1.45343,1.03474,1.008,1.10345,0.715525,0.92612,1.02919,0.863549,0.875083,0.860533,0.77659,0.852061,1.10969,0.917999,1.00183,1.40074,1.12653,0.95748,1.01211,1.34871,0.672075,1.14245,0.962519,1.0921,0.675485,1.24404,0.83491,1.05665,0.926704,1.06832,0.781742
399.114,0.98608,0.0847993,6,63,0,39.2059,38.7294,13.1589,1.21269,1.10679,0.884462,1.05008,0.978244,1.12941,0.840143,1.20073,0.906775,0.99636,0.916028,1.16198,0.964225,1.50503,1.16358,1.13206,0.816746,1.25639,0.857044,1.01421,1.12787,0.81392,1.53358,0.912935,1.07773,1.21503,1.12877,0.996419,1.19782,1.13899,0.971002,0.741802,1.03076,1.15528,1.05608,1.07307,1.47432,0.647951,0.972883,1.19201,1.05564,1.19916,1.17303,0.79816,1.05046,0.832353,0.923782,0.566587
402.883,0.962029,0.0847993,6,63,0,62.0952,59.8995,19.1597,0.842482,0.899106,0.558703,0.805162,1.02003,0.998519,0.802139,0.808942,1.03146,0.911148,0.919335,0.851379,1.02488,1.01477,1.03211,1.1492,1.19467,1.62734,1.03025,1.03554,1.03462,0.80351,0.945023,0.981676,0.896961,0.955203,0.987642,0.785461,0.780088,1.00732,1.02427,0.940928,1.26127,1.20141,1.13314,1.09797,1.41018,0.718406,1.31382,1.10264,0.949994,0.798346,1.50896,0.722058,1.02726,1.05275,1.28669,0.842839
400.078,0.995881,0.0847993,6,63,0,47.5034,45.4114,15.3106,0.988971,1.10852,0.837731,0.741092,0.867243,0.987922,0.792314,1.28631,0.852704,1.02176,1.14855,1.0992,0.813162,1.48787,1.0328,1.22186,0.800645,1.27801,1.27493,0.95137,1.0786,0.801745,1.45097,0.866596,1.05922,1.16176,1.21013,0.802959,1.14245,1.07156,0.885688,0.799563,0.924237,1.09345,0.936287,1.01858,1.32117,0.650369,1.05814,1.13252,1.17717,1.17758,1.27766,0.831822,1.15483,0.806263,0.906624,0.568167
388.475,0.921974,0.0847993,5,31,0,65.8255,64.6852,18.3579,1.08253,0.941788,0.744523,0.82636,1.0656,0.931617,0.996739,1.64802,1.07825,1.06528,0.902821,1.11864,0.938827,1.13775,1.00247,0.814728,0.737541,1.24647,0.688823,1.03228,0.969181,0.996406,1.4144,0.943006,1.16028,0.969069,1.25216,1.21965,1.12896,0.985252,0.850016,0.686185,1.24206,1.17047,1.39816,1.10621,2.02697,0.693984,0.957017,1.43877,1.08947,1.12986,1.77364,0.971534,1.09654,1.0646,0.793178,0.571466
390.302,0.97237,0.0847993,6,63,0,44.672,37.2156,15.2441,0.974917,0.917103,0.647496,0.861019,0.923674,0.964158,0.665048,1.001,1.08604,0.872252,0.978539,0.690432,0.689016,0.983394,1.23215,1.10605,0.975591,1.16623,1.30499,1.12644,1.16731,0.740259,0.720396,0.92815,0.990501,1.23972,0.993596,0.768689,0.899965,1.26389,1.23463,0.977314,1.3064,1.18675,0.981045,0.86546,1.05964,0.599817,1.04192,0.883421,0.986292,0.802434,0.805796,0.638157,0.999427,1.06877,1.18673,0.534211
394.843,0.941714,0.0847993,6,63,0,43.5062,37.9927,15.7852,0.968744,0.904953,0.688288,0.888396,1.02362,0.991287,0.69151,1.02047,1.06962,0.804321,0.995574,0.663038,0.715901,0.951037,1.17219,1.07879,0.884955,1.20681,1.25996,1.17847,1.20747,0.725464,0.855203,0.822473,1.02642,1.11077,1.03257,0.774077,0.894535,1.29239,1.14658,0.958715,1.3468,1.22057,0.897873,0.824004,1.0647,0.593414,0.94552,0.933237,1.08172,0.810171,0.857854,0.662337,1.06751,0.975182,0.951794,0.525752
389.81,0.907422,0.0847993,6,63,0,64.3166,53.8649,19.0197,1.14127,0.999773,0.730457,0.673806,0.956913,1.15877,0.807368,1.24645,1.08072,0.86194,0.980105,1.18036,0.743735,1.36449,1.08524,1.10273,1.06562,1.64686,0.874652,1.1022,1.34261,0.912429,1.57022,1.63221,1.00012,1.22478,1.12718,0.871167,1.36536,1.33673,1.21188,1.0082,1.99063,1.00012,1.36428,1.12729,1.37504,0.703615,1.3309,1.14657,0.881201,0.972923,1.47263,0.903145,1.27752,1.14663,0.976393,0.73096
397.083,0.999934,0.0847993,6,63,0,47.9919,55.0289,15.7867,0.942151,0.86867,0.678147,1.12916,0.888605,0.96152,0.843045,0.96655,0.735079,1.02564,0.950217,1.00914,0.979326,1.00399,0.965495,1.01052,0.965456,1.11344,1.18169,0.801646,0.836452,0.658827,1.00143,0.764927,0.907211,0.876417,0.736338,0.769273,0.734891,0.807327,0.859301,0.898334,0.919369,1.3916,0.988409,0.823651,1.34938,0.632854,0.749461,1.18925,1.03629,0.905167,1.61916,0.639512,0.87776,1.00064,0.804067,0.492377
397.897,0.986718,0.0847993,6,63,0,73.7205,64.4376,22.4101,0.952744,0.827949,0.663571,0.688259,0.979971,0.899381,0.76232,1.06519,1.16021,0.712782,0.942613,1.20653,0.789119,1.24833,1.09754,0.984873,1.04092,1.56516,0.938532,0.981546,1.0473,0.867152,1.57484,1.29576,0.813519,1.19681,1.13485,0.923741,1.32699,1.22974,1.15788,0.943026,1.72308,0.76721,1.10036,0.895926,1.39669,0.625766,1.74159,0.912383,1.16542,1.11905,1.38537,0.912956,1.24295,1.18926,0.873775,0.664551
396.376,0.963473,0.0847993,6,63,0,52.5079,57.1672,16.8461,0.804026,0.808819,0.623018,1.12267,0.905968,1.11513,0.938475,1.63951,1.24185,0.93916,0.892616,1.18965,1.29444,1.30034,0.863852,1.06505,1.09869,1.19434,1.04885,0.794465,1.03872,0.915993,1.03377,0.914953,0.820868,0.820548,1.18917,1.04136,0.918149,0.849924,0.833901,0.736571,0.934181,1.78718,0.963836,1.14201,1.66288,0.753696,0.854324,1.05069,0.828915,1.08653,1.53733,0.811297,0.93092,0.870477,1.18816,0.575089
401.699,0.987115,0.0847993,6,63,0,59.6491,51.8082,19.0187,1.16576,1.06282,0.73213,0.661306,1.02823,0.80811,0.703626,0.97803,1.04783,0.940608,1.02674,0.740773,0.68367,1.01097,1.03087,1.16422,0.807782,1.60447,0.792566,1.17948,0.896274,0.84036,0.927486,0.84757,1.13005,1.39728,0.930796,0.766368,1.03521,1.20954,1.12247,0.905744,1.72717,1.05281,1.15172,0.778195,1.23397,0.593361,0.923359,1.20871,1.13361,0.846079,0.980701,0.899259,1.18483,1.06987,0.972006,0.801888
